time;Load_load2_running;Load_load2_terminal_V_re;Load_load2_terminal_V_im;Load_load2_PPu;Load_load1_PPu;MS1_gover_PmPu;MS1_gover_omegaPu;MS1_gen_cePu;MS1_gen_PePu;MS1_gen_cmPu;MS1_gen_PmPu;MS1_gen_ufPu;MS1_gen_efdPu;MS1_gen_omegaPu;MS1_gen_theta;MS1_gen_PGenPu;MS1_gen_QGenPu;MS1_gen_PGen;MS1_gen_QGen;MS1_gen_UPu;MS1_gen_IStatorPu;MS1_gen_IRotorPu;MS1_gen_UStatorPu;MS1_gen_QStatorPu;MS1_gen_thetaInternal;MS2_gen_cePu;MS2_gen_PePu;MS2_gen_cmPu;MS2_gen_PmPu;MS2_gen_ufPu;MS2_gen_efdPu;MS2_gen_omegaPu;MS2_gen_theta;MS2_gen_PGenPu;MS2_gen_QGenPu;MS2_gen_PGen;MS2_gen_QGen;MS2_gen_UPu;MS2_gen_IStatorPu;MS2_gen_IRotorPu;MS2_gen_UStatorPu;MS2_gen_QStatorPu;MS2_gen_thetaInternal;
35.3203;-1;-0.912358;-0.762529;0;2.68631;0.537679;1.04446;0.514706;0.537592;0.514789;0.537679;0.00131627;1.81724;1.04446;54.6597;2.68796;0.681664;268.796;68.1664;1.18905;2.33215;1.64592;1.18905;0.681664;0.556469;-6.2647e-05;-6.54416e-05;-1.91459e-05;-2e-05;0.000798663;1.10263;1.04461;54.0672;-0.000327208;-0.655168;-0.0327208;-65.5168;1.26015;0.519912;1.00216;1.26015;-0.655168;-0.0379733;
35.3679;-1;-0.24608;-1.16456;0;2.69184;0.537684;1.04446;0.515215;0.538123;0.514794;0.537684;0.00131627;1.81724;1.04446;55.3251;2.69061;0.68531;269.061;68.531;1.19028;2.33267;1.64763;1.19028;0.68531;0.555435;0.000489616;0.000511456;-1.9146e-05;-2e-05;0.000798663;1.10263;1.04461;54.7347;0.00255728;-0.658585;0.255728;-65.8585;1.26129;0.522155;1.00234;1.26129;-0.658585;-0.0370274;
35.4632;-1;1.07575;-0.515056;0;2.70277;0.537735;1.04445;0.516206;0.539153;0.514849;0.537735;0.00131627;1.81724;1.04445;56.6555;2.69577;0.692462;269.577;69.2462;1.19269;2.33362;1.65097;1.19269;0.692462;0.55341;0.00160064;0.00167202;-1.91462e-05;-2e-05;0.000798663;1.10263;1.04459;56.0694;0.00836008;-0.665284;0.836008;-66.5284;1.26355;0.526562;1.00274;1.26355;-0.665284;-0.0351437;
35.5108;-1;1.16522;0.260033;0;2.70818;0.537782;1.04444;0.516697;0.539661;0.514898;0.537782;0.00131627;1.81724;1.04444;57.3207;2.6983;0.695966;269.83;69.5966;1.19388;2.33408;1.65261;1.19388;0.695966;0.552422;0.00215142;0.00224733;-1.91464e-05;-2e-05;0.000798663;1.10263;1.04458;56.7366;0.0112367;-0.668564;1.12367;-66.8564;1.26466;0.528724;1.00296;1.26466;-0.668564;-0.0342084;
35.6061;-1;0.0235166;1.196;0;2.71886;0.537915;1.04442;0.517722;0.540718;0.515038;0.537915;0.00131627;1.81724;1.04442;58.6503;2.70359;0.702821;270.359;70.2821;1.19624;2.3352;1.65588;1.19624;0.702821;0.550508;0.00318983;0.00333194;-1.9147e-05;-2e-05;0.000798663;1.10263;1.04455;58.0704;0.0166597;-0.67498;1.66597;-67.498;1.26687;0.532955;1.00343;1.26687;-0.67498;-0.0323683;
35.6537;-1;-0.720619;0.956277;0;2.72414;0.538001;1.0444;0.518259;0.54127;0.51513;0.538001;0.00131627;1.81724;1.0444;59.3148;2.70635;0.706172;270.635;70.6172;1.1974;2.33587;1.65751;1.1974;0.706172;0.549584;0.00367422;0.00383783;-1.91474e-05;-2e-05;0.000798663;1.10263;1.04453;58.7369;0.0191892;-0.678114;1.91892;-67.8114;1.26796;0.535019;1.00369;1.26796;-0.678114;-0.0314652;
35.749;-1;-1.1027;-0.472553;0;2.73458;0.538215;1.04436;0.519395;0.542434;0.515355;0.538215;0.00131627;1.81724;1.04436;60.6429;2.71217;0.712715;271.217;71.2715;1.19969;2.33748;1.66077;1.19969;0.712715;0.547806;0.00456241;0.00476536;-1.91483e-05;-2e-05;0.000798663;1.10263;1.04448;60.0688;0.0238268;-0.684234;2.38268;-68.4234;1.27012;0.539041;1.00423;1.27012;-0.684234;-0.0297022;
35.7966;-1;-0.577301;-1.05294;0;2.73973;0.538342;1.04433;0.51999;0.543042;0.515489;0.538342;0.00131627;1.81724;1.04433;61.3065;2.71521;0.715908;271.521;71.5908;1.20082;2.33841;1.6624;1.20082;0.715908;0.546951;0.0049695;0.00519041;-1.91488e-05;-2e-05;0.000798663;1.10263;1.04445;60.7342;0.0259521;-0.687219;2.59521;-68.7219;1.27119;0.540996;1.00452;1.27119;-0.687219;-0.0288418;
35.8919;-1;0.884475;-0.815494;0;2.74992;0.538637;1.04427;0.521202;0.544277;0.515801;0.538637;0.00131627;1.81724;1.04427;62.6323;2.72139;0.722143;272.139;72.2143;1.20305;2.34036;1.66564;1.20305;0.722143;0.545303;0.00574163;0.00599649;-1.91499e-05;-2e-05;0.000798663;1.10263;1.04439;62.0636;0.0299825;-0.69305;2.99825;-69.305;1.2733;0.544801;1.00514;1.2733;-0.69305;-0.0271581;
35.9395;-1;1.20012;-0.0984035;0;2.75495;0.538804;1.04424;0.521815;0.5449;0.515977;0.538804;0.00131627;1.81724;1.04424;63.2945;2.7245;0.725187;272.45;72.5187;1.20415;2.34137;1.66725;1.20415;0.725187;0.544507;0.00611108;0.00638214;-1.91506e-05;-2e-05;0.000798663;1.10263;1.04435;62.7276;0.0319107;-0.695895;3.19107;-69.5895;1.27435;0.546653;1.00546;1.27435;-0.695895;-0.0263333;
36.0348;-1;0.388878;1.14192;0;2.76489;0.539175;1.04417;0.523024;0.546123;0.51637;0.539175;0.00131627;1.81724;1.04417;64.6174;2.73062;0.731137;273.062;73.1137;1.20632;2.34333;1.67042;1.20632;0.731137;0.542961;0.00684798;0.00715118;-1.9152e-05;-2e-05;0.000798663;1.10263;1.04428;64.0538;0.0357559;-0.701458;3.57559;-70.1458;1.27642;0.550266;1.00612;1.27642;-0.701458;-0.0247078;
36.0824;-1;-0.394777;1.14103;0;2.7698;0.539379;1.04412;0.523619;0.546723;0.516585;0.539379;0.00131627;1.81724;1.04412;65.278;2.73362;0.734045;273.362;73.4045;1.20739;2.34428;1.67197;1.20739;0.734045;0.54221;0.007216;0.0075352;-1.91528e-05;-2e-05;0.000798663;1.10263;1.04423;64.716;0.037676;-0.704175;3.7676;-70.4175;1.27744;0.552029;1.00647;1.27744;-0.704175;-0.0239066;
36.1777;-1;-1.20534;-0.100219;0;2.7795;0.539817;1.04404;0.524789;0.547899;0.517048;0.539817;0.00131627;1.81724;1.04404;66.5971;2.73949;0.739733;273.949;73.9733;1.2095;2.3461;1.67503;1.2095;0.739733;0.540749;0.00795151;0.00830252;-1.91544e-05;-2e-05;0.000798663;1.10263;1.04414;66.0385;0.0415126;-0.709489;4.15126;-70.9489;1.27946;0.555472;1.00719;1.27946;-0.709489;-0.0223242;
36.2253;-1;-0.892094;-0.81828;0;2.78429;0.540053;1.04399;0.525367;0.548478;0.517297;0.540053;0.00131627;1.81724;1.04399;67.2558;2.74239;0.742512;274.239;74.2512;1.21054;2.34699;1.67653;1.21054;0.742512;0.540039;0.00831616;0.00868287;-1.91553e-05;-2e-05;0.000798663;1.10263;1.0441;66.6987;0.0434143;-0.712085;4.34143;-71.2085;1.28046;0.557151;1.00756;1.28046;-0.712085;-0.0215437;
36.3206;-1;0.568364;-1.07114;0;2.79374;0.540551;1.04389;0.526529;0.549638;0.517824;0.540551;0.00131627;1.81724;1.04389;68.5707;2.74819;0.747943;274.819;74.7943;1.2126;2.34881;1.67949;1.2126;0.747943;0.538663;0.00901909;0.00941586;-1.91572e-05;-2e-05;0.000798663;1.10263;1.04399;68.0168;0.0470793;-0.717158;4.70793;-71.7158;1.28243;0.560423;1.00831;1.28243;-0.717158;-0.0200091;
36.3682;-1;1.10518;-0.50142;0;2.7984;0.540815;1.04384;0.527116;0.550223;0.518103;0.540815;0.00131627;1.81724;1.04384;69.2271;2.75111;0.750594;275.111;75.0594;1.21361;2.34975;1.68095;1.21361;0.750594;0.537997;0.00935494;0.00976597;-1.91582e-05;-2e-05;0.000798663;1.10263;1.04394;68.6747;0.0488298;-0.719634;4.88298;-71.9634;1.2834;0.562013;1.0087;1.2834;-0.719634;-0.0192559;
36.4635;-1;0.769246;0.941249;0;2.80761;0.541369;1.04373;0.528312;0.551413;0.518689;0.541369;0.00131627;1.81724;1.04373;70.5374;2.75707;0.755767;275.707;75.5767;1.2156;2.35174;1.68385;1.2156;0.755767;0.536715;0.00998307;0.0104206;-1.91604e-05;-2e-05;0.000798663;1.10263;1.04382;69.9879;0.0521028;-0.724466;5.21028;-72.4466;1.28533;0.5651;1.0095;1.28533;-0.724466;-0.0177831;
36.5111;-1;0.0373239;1.21601;0;2.81215;0.54166;1.04367;0.528922;0.552019;0.518997;0.54166;0.00131627;1.81724;1.04367;71.1912;2.76009;0.758289;276.009;75.8289;1.21659;2.35278;1.6853;1.21659;0.758289;0.536099;0.0102756;0.0107253;-1.91615e-05;-2e-05;0.000798663;1.10263;1.04376;70.6432;0.0536265;-0.726822;5.36265;-72.6822;1.28628;0.566595;1.00991;1.28628;-0.726822;-0.0170635;
36.6063;-1;-1.1658;0.354564;0;2.82112;0.542269;1.04355;0.530157;0.553243;0.51964;0.542269;0.00131627;1.81724;1.04355;72.4963;2.76621;0.763208;276.621;76.3208;1.21852;2.35496;1.68816;1.21852;0.763208;0.534911;0.010825;0.0112973;-1.91638e-05;-2e-05;0.000798663;1.10263;1.04364;71.951;0.0564866;-0.731417;5.64866;-73.1417;1.28815;0.569494;1.01075;1.28815;-0.731417;-0.0156582;
36.654;-1;-1.14282;-0.425557;0;2.82554;0.542586;1.04348;0.53078;0.55386;0.519976;0.542586;0.00131627;1.81724;1.04348;73.1474;2.7693;0.765604;276.93;76.5604;1.21948;2.35607;1.68957;1.21948;0.765604;0.534341;0.0110835;0.0115664;-1.9165e-05;-2e-05;0.000798663;1.10263;1.04357;72.6035;0.0578322;-0.733657;5.78322;-73.3657;1.28908;0.570898;1.01118;1.28908;-0.733657;-0.0149719;
36.7492;-1;0.105063;-1.21683;0;2.83427;0.543245;1.04335;0.532024;0.555088;0.520674;0.543245;0.00131627;1.81724;1.04335;74.4468;2.77544;0.77028;277.544;77.028;1.22136;2.35831;1.69237;1.22136;0.77028;0.533238;0.0115832;0.0120864;-1.91674e-05;-2e-05;0.000798663;1.10263;1.04344;73.9054;0.0604318;-0.738027;6.04318;-73.8027;1.29091;0.573624;1.01205;1.29091;-0.738027;-0.0136281;
36.7969;-1;0.819512;-0.906854;0;2.83857;0.543587;1.04328;0.532644;0.555699;0.521035;0.543587;0.00131627;1.81724;1.04328;75.095;2.77849;0.772559;277.849;77.2559;1.22229;2.35943;1.69375;1.22229;0.772559;0.532707;0.0118253;0.0123381;-1.91687e-05;-2e-05;0.000798663;1.10263;1.04337;74.5549;0.0616904;-0.740157;6.16904;-74.0157;1.29181;0.574946;1.01249;1.29181;-0.740157;-0.0129702;
36.8921;-1;1.09779;0.541589;0;2.84706;0.544292;1.04314;0.533874;0.556906;0.521781;0.544292;0.00131627;1.81724;1.04314;76.3882;2.78453;0.777007;278.453;77.7007;1.22411;2.36164;1.69646;1.22411;0.777007;0.531678;0.0122997;0.0128314;-1.91714e-05;-2e-05;0.000798663;1.10263;1.04322;75.8505;0.0641568;-0.744315;6.41568;-74.4315;1.2936;0.577517;1.01339;1.2936;-0.744315;-0.0116796;
36.9398;-1;0.551472;1.09386;0;2.85125;0.544655;1.04307;0.534484;0.557504;0.522166;0.544655;0.00131627;1.81724;1.04307;77.0332;2.78752;0.779175;278.752;77.9175;1.22501;2.36273;1.6978;1.22501;0.779175;0.531181;0.0125314;0.0130721;-1.91727e-05;-2e-05;0.000798663;1.10263;1.04315;76.4968;0.0653607;-0.746342;6.53607;-74.6342;1.29448;0.578764;1.01385;1.29448;-0.746342;-0.011047;
37.035;-1;-0.897557;0.836297;0;2.8595;0.545401;1.04292;0.535701;0.558694;0.522956;0.545401;0.00131627;1.81724;1.04292;78.32;2.79347;0.783405;279.347;78.3405;1.22678;2.36491;1.70043;1.22678;0.783405;0.530222;0.0129786;0.0135366;-1.91755e-05;-2e-05;0.000798663;1.10263;1.043;77.7858;0.0676832;-0.750296;6.76832;-75.0296;1.29622;0.581185;1.01477;1.29622;-0.750296;-0.00980761;
37.0827;-1;-1.22051;0.132255;0;2.86357;0.545783;1.04284;0.536309;0.559286;0.523361;0.545783;0.00131627;1.81724;1.04284;78.9616;2.79643;0.785466;279.643;78.5466;1.22766;2.36601;1.70173;1.22766;0.785466;0.529759;0.0131929;0.0137591;-1.9177e-05;-2e-05;0.000798663;1.10263;1.04292;78.4286;0.0687956;-0.752223;6.87956;-75.2223;1.29707;0.582358;1.01523;1.29707;-0.752223;-0.00920118;
37.1779;-1;-0.476459;-1.13329;0;2.8716;0.546565;1.04269;0.537529;0.560475;0.524189;0.546565;0.00131627;1.81724;1.04269;80.2415;2.80237;0.789482;280.237;78.9482;1.22938;2.36824;1.70429;1.22938;0.789482;0.528869;0.0135967;0.0141781;-1.91799e-05;-2e-05;0.000798663;1.10263;1.04276;79.7107;0.0708903;-0.755979;7.08903;-75.5979;1.29877;0.584628;1.01618;1.29877;-0.755979;-0.00801678;
37.2256;-1;0.293156;-1.19478;0;2.87555;0.546965;1.04261;0.538142;0.561071;0.524613;0.546965;0.00131627;1.81724;1.04261;80.8797;2.80535;0.791437;280.535;79.1437;1.23022;2.36937;1.70556;1.23022;0.791437;0.528442;0.0137858;0.0143741;-1.91814e-05;-2e-05;0.000798663;1.10263;1.04268;80.3499;0.0718707;-0.757809;7.18707;-75.7809;1.2996;0.585725;1.01665;1.2996;-0.757809;-0.00743894;
37.3208;-1;1.22991;-0.0697866;0;2.88335;0.547782;1.04244;0.539373;0.562266;0.525478;0.547782;0.00131627;1.81724;1.04244;82.1524;2.81133;0.795245;281.133;79.5245;1.23189;2.37168;1.70807;1.23189;0.795245;0.527621;0.0141392;0.0147403;-1.91845e-05;-2e-05;0.000798663;1.10263;1.04251;81.6246;0.0737014;-0.761373;7.37014;-76.1373;1.30125;0.587844;1.01761;1.30125;-0.761373;-0.00631244;
37.3685;-1;1.03232;0.673715;0;2.88719;0.548198;1.04236;0.539991;0.562865;0.52592;0.548198;0.00131627;1.81724;1.04236;82.7869;2.81433;0.797098;281.433;79.7098;1.23271;2.37285;1.70931;1.23271;0.797098;0.527228;0.014304;0.0149109;-1.9186e-05;-2e-05;0.000798663;1.10263;1.04243;82.2601;0.0745545;-0.763108;7.45545;-76.3108;1.30206;0.588867;1.0181;1.30206;-0.763108;-0.00576362;
37.4637;-1;-0.333268;1.18848;0;2.89476;0.549045;1.04219;0.541225;0.564059;0.526818;0.549045;0.00131627;1.81724;1.04219;84.0521;2.8203;0.800705;282.03;80.0705;1.23432;2.37519;1.71175;1.23432;0.800705;0.526473;0.0146158;0.0152333;-1.91892e-05;-2e-05;0.000798663;1.10263;1.04225;83.5272;0.0761667;-0.766487;7.61667;-76.6487;1.30366;0.590844;1.01908;1.30366;-0.766487;-0.00469338;
37.5114;-1;-0.970914;0.763443;0;2.89849;0.549476;1.0421;0.54184;0.564654;0.527276;0.549476;0.00131627;1.81724;1.0421;84.6828;2.82327;0.80246;282.327;80.246;1.23512;2.37637;1.71296;1.23512;0.80246;0.526111;0.0147632;0.0153857;-1.91908e-05;-2e-05;0.000798663;1.10263;1.04217;84.1588;0.0769287;-0.768131;7.69287;-76.8131;1.30445;0.591798;1.01957;1.30445;-0.768131;-0.00417171;
37.6066;-1;-1.02634;-0.689931;0;2.90584;0.550352;1.04193;0.543064;0.565834;0.528205;0.550352;0.00131627;1.81724;1.04193;85.9403;2.82917;0.805877;282.917;80.5877;1.23668;2.37871;1.71534;1.23668;0.805877;0.525416;0.0150457;0.0156774;-1.91941e-05;-2e-05;0.000798663;1.10263;1.04199;85.4181;0.0783871;-0.771334;7.83871;-77.1334;1.30601;0.593644;1.02056;1.30601;-0.771334;-0.00315362;
37.6543;-1;-0.426473;-1.16164;0;2.90946;0.550796;1.04184;0.543673;0.56642;0.528676;0.550796;0.00131627;1.81724;1.04184;86.567;2.8321;0.80754;283.21;80.754;1.23745;2.37987;1.71651;1.23745;0.80754;0.525082;0.0151806;0.0158166;-1.91957e-05;-2e-05;0.000798663;1.10263;1.0419;86.0458;0.0790831;-0.772892;7.90831;-77.2892;1.30678;0.594535;1.02105;1.30678;-0.772892;-0.00265708;
37.7495;-1;0.969208;-0.771806;0;2.91659;0.551696;1.04166;0.544884;0.567584;0.529632;0.551696;0.00131627;1.81724;1.04166;87.8165;2.83792;0.810775;283.792;81.0775;1.23897;2.38219;1.71882;1.23897;0.810775;0.524441;0.0154375;0.0160815;-1.91991e-05;-2e-05;0.000798663;1.10263;1.04172;87.2969;0.0804076;-0.775927;8.04076;-77.5927;1.3083;0.596258;1.02205;1.3083;-0.775927;-0.0016885;
37.7972;-1;1.2382;-0.0612893;0;2.9201;0.552152;1.04157;0.545486;0.568162;0.530116;0.552152;0.00131627;1.81724;1.04157;88.4393;2.84081;0.812349;284.081;81.2349;1.23972;2.38335;1.71996;1.23972;0.812349;0.524134;0.0155591;0.0162067;-1.92008e-05;-2e-05;0.000798663;1.10263;1.04162;87.9205;0.0810336;-0.777403;8.10336;-77.7403;1.30904;0.597089;1.02255;1.30904;-0.777403;-0.00121649;
37.8924;-1;0.458458;1.15341;0;2.92702;0.553074;1.04139;0.546689;0.569314;0.531094;0.553074;0.00131627;1.81724;1.04139;89.6806;2.84657;0.81541;284.657;81.541;1.24118;2.38567;1.7222;1.24118;0.81541;0.523546;0.0157863;0.0164404;-1.92042e-05;-2e-05;0.000798663;1.10263;1.04144;89.1634;0.0822019;-0.780276;8.22019;-78.0276;1.31052;0.598691;1.02356;1.31052;-0.780276;-0.000297348;
37.9401;-1;-0.29586;1.20615;0;2.93043;0.55354;1.04129;0.547289;0.569888;0.531589;0.55354;0.00131627;1.81724;1.04129;90.2992;2.84944;0.816897;284.944;81.6897;1.24191;2.38684;1.72331;1.24191;0.816897;0.523265;0.0158916;0.0165486;-1.9206e-05;-2e-05;0.000798663;1.10263;1.04134;89.7827;0.0827428;-0.781673;8.27428;-78.1673;1.31124;0.599463;1.02406;1.31124;-0.781673;0.000149748;
38.0353;-1;-1.23751;0.120094;0;2.93714;0.55448;1.0411;0.548488;0.571033;0.532589;0.55448;0.00131627;1.81724;1.0411;91.5322;2.85516;0.819789;285.516;81.9789;1.24333;2.38917;1.72549;1.24333;0.819789;0.522728;0.0160854;0.0167473;-1.92095e-05;-2e-05;0.000798663;1.10263;1.04115;91.0172;0.0837367;-0.78439;8.37367;-78.439;1.31267;0.600948;1.02507;1.31267;-0.78439;0.00101895;
38.083;-1;-1.08089;-0.61585;0;2.94044;0.554955;1.04101;0.549086;0.571603;0.533093;0.554955;0.00131627;1.81724;1.04101;92.1465;2.85802;0.821193;285.802;82.1193;1.24403;2.39035;1.72657;1.24403;0.821193;0.522472;0.016174;0.0168381;-1.92113e-05;-2e-05;0.000798663;1.10263;1.04106;91.6322;0.0841903;-0.78571;8.41903;-78.571;1.31338;0.601661;1.02558;1.31338;-0.78571;0.00144113;
38.1782;-1;0.213198;-1.22702;0;2.94694;0.555912;1.04082;0.550278;0.572739;0.534111;0.555912;0.00131627;1.81724;1.04082;93.371;2.86369;0.823922;286.369;82.3922;1.2454;2.3927;1.7287;1.2454;0.823922;0.521985;0.016337;0.0170045;-1.92149e-05;-2e-05;0.000798663;1.10263;1.04086;92.858;0.0850227;-0.788277;8.50227;-78.8277;1.31477;0.603035;1.02659;1.31477;-0.788277;0.00226137;
38.2259;-1;0.878414;-0.883795;0;2.95014;0.556394;1.04072;0.550871;0.573304;0.534624;0.556394;0.00131627;1.81724;1.04072;93.9811;2.86652;0.825247;286.652;82.5247;1.24608;2.39387;1.72974;1.24608;0.825247;0.521753;0.0164115;0.0170805;-1.92167e-05;-2e-05;0.000798663;1.10263;1.04076;93.4688;0.0854026;-0.789524;8.54026;-78.9524;1.31545;0.603694;1.0271;1.31545;-0.789524;0.00265956;
38.3211;-1;1.135;0.517499;0;2.95644;0.557366;1.04053;0.552052;0.574425;0.535657;0.557366;0.00131627;1.81724;1.04053;95.1969;2.87213;0.827821;287.213;82.7821;1.24741;2.39621;1.73181;1.24741;0.827821;0.521311;0.0165492;0.0172206;-1.92203e-05;-2e-05;0.000798663;1.10263;1.04057;94.6858;0.0861028;-0.791947;8.61028;-79.1947;1.3168;0.604963;1.02812;1.3168;-0.791947;0.00343314;
38.3688;-1;0.638545;1.07234;0;2.95954;0.557855;1.04043;0.552639;0.574982;0.536178;0.557855;0.00131627;1.81724;1.04043;95.8026;2.87491;0.82907;287.491;82.907;1.24806;2.39737;1.73283;1.24806;0.82907;0.521101;0.0166124;0.0172847;-1.92221e-05;-2e-05;0.000798663;1.10263;1.04047;95.2921;0.0864233;-0.793124;8.64233;-79.3124;1.31746;0.605573;1.02863;1.31746;-0.793124;0.00380863;
38.464;-1;-0.776161;0.978999;0;2.96564;0.558838;1.04023;0.553805;0.576086;0.537225;0.558838;0.00131627;1.81724;1.04023;97.0096;2.88043;0.831495;288.043;83.1495;1.24935;2.39969;1.73483;1.24935;0.831495;0.520701;0.0167282;0.0174019;-1.92258e-05;-2e-05;0.000798663;1.10263;1.04027;96.5003;0.0870094;-0.79541;8.70094;-79.541;1.31877;0.606743;1.02964;1.31877;-0.79541;0.00453772;
38.5116;-1;-1.19453;0.368155;0;2.96865;0.559333;1.04013;0.554385;0.576635;0.537751;0.559333;0.00131627;1.81724;1.04013;97.6109;2.88317;0.832672;288.317;83.2672;1.24998;2.40085;1.73582;1.24998;0.832672;0.520512;0.0167807;0.0174548;-1.92276e-05;-2e-05;0.000798663;1.10263;1.04017;97.1021;0.0872741;-0.79652;8.72741;-79.652;1.31941;0.607305;1.03015;1.31941;-0.79652;0.00489136;
38.6069;-1;-0.778215;-0.979764;0;2.97455;0.560326;1.03993;0.555538;0.577723;0.538808;0.560326;0.00131627;1.81724;1.03993;98.8091;2.88862;0.834955;288.862;83.4955;1.25122;2.40315;1.73776;1.25122;0.834955;0.520152;0.0168746;0.017549;-1.92313e-05;-2e-05;0.000798663;1.10263;1.03997;98.3014;0.0877451;-0.798675;8.77451;-79.8675;1.32068;0.608383;1.03116;1.32068;-0.798675;0.00557715;
38.6545;-1;-0.0928423;-1.24838;0;2.97746;0.560824;1.03984;0.556111;0.578264;0.53934;0.560824;0.00131627;1.81724;1.03984;99.4059;2.89132;0.836063;289.132;83.6063;1.25183;2.40429;1.73872;1.25183;0.836063;0.519982;0.0169157;0.0175901;-1.92332e-05;-2e-05;0.000798663;1.10263;1.03987;98.8987;0.0879507;-0.799721;8.79507;-79.9721;1.32131;0.608899;1.03167;1.32131;-0.799721;0.00590932;
38.7498;-1;1.12527;-0.551232;0;2.98318;0.561825;1.03964;0.557252;0.579339;0.540406;0.561825;0.00131627;1.81724;1.03964;100.595;2.89669;0.83821;289.669;83.821;1.25303;2.40658;1.74061;1.25303;0.83821;0.51966;0.0169865;0.0176603;-1.92369e-05;-2e-05;0.000798663;1.10263;1.03967;100.089;0.0883017;-0.80175;8.83017;-80.175;1.32254;0.609886;1.03268;1.32254;-0.80175;0.00655253;
38.7974;-1;1.24188;0.171207;0;2.98599;0.562327;1.03953;0.55782;0.579873;0.540941;0.562327;0.00131627;1.81724;1.03953;101.187;2.89936;0.83925;289.936;83.925;1.25362;2.40773;1.74154;1.25362;0.83925;0.519509;0.0170162;0.0176895;-1.92388e-05;-2e-05;0.000798663;1.10263;1.03957;100.682;0.0884473;-0.802734;8.84473;-80.2734;1.32314;0.610358;1.03318;1.32314;-0.802734;0.00686362;
38.8927;-1;0.314477;1.21474;0;2.99153;0.563333;1.03933;0.558948;0.580933;0.542014;0.563333;0.00131627;1.81724;1.03933;102.368;2.90467;0.841267;290.467;84.1267;1.25479;2.41001;1.74338;1.25479;0.841267;0.519223;0.017065;0.0177367;-1.92426e-05;-2e-05;0.000798663;1.10263;1.03936;101.863;0.0886836;-0.804642;8.86836;-80.4642;1.32434;0.61126;1.03419;1.32434;-0.804642;0.00746533;
38.9403;-1;-0.412304;1.18572;0;2.99425;0.563838;1.03923;0.559509;0.58146;0.542552;0.563838;0.00131627;1.81724;1.03923;102.955;2.9073;0.842243;290.73;84.2243;1.25536;2.41114;1.74428;1.25536;0.842243;0.51909;0.0170842;0.017755;-1.92445e-05;-2e-05;0.000798663;1.10263;1.03926;102.451;0.0887748;-0.805567;8.87748;-80.5567;1.32493;0.61169;1.03469;1.32493;-0.805567;0.00775604;
39.0356;-1;-1.25384;0.0813139;0;2.9996;0.564848;1.03903;0.560623;0.582504;0.54363;0.564848;0.00131627;1.81724;1.03903;104.127;2.91252;0.844134;291.252;84.4134;1.25648;2.4134;1.74606;1.25648;0.844134;0.518838;0.0171136;0.017782;-1.92482e-05;-2e-05;0.000798663;1.10263;1.03906;103.623;0.0889101;-0.80736;8.89101;-80.736;1.32608;0.612512;1.03569;1.32608;-0.80736;0.0083179;
39.0832;-1;-1.09171;-0.623127;0;3.00223;0.565354;1.03893;0.561176;0.583022;0.54417;0.565354;0.00131627;1.81724;1.03893;104.71;2.91511;0.84505;291.511;84.505;1.25703;2.41452;1.74694;1.25703;0.84505;0.518721;0.0171238;0.0177909;-1.92501e-05;-2e-05;0.000798663;1.10263;1.03895;104.207;0.0889545;-0.808228;8.89545;-80.8228;1.32665;0.612903;1.03619;1.32665;-0.808228;0.00858914;
39.1785;-1;0.13828;-1.25049;0;3.00741;0.566367;1.03873;0.562274;0.584049;0.545252;0.566367;0.00131627;1.81724;1.03873;105.872;2.92025;0.846822;292.025;84.6822;1.25811;2.41676;1.74866;1.25811;0.846822;0.518501;0.0171361;0.0178002;-1.92539e-05;-2e-05;0.000798663;1.10263;1.03875;105.369;0.0890008;-0.809911;8.90008;-80.9911;1.32777;0.61365;1.03718;1.32777;-0.809911;0.00911289;
39.2261;-1;0.800192;-0.971534;0;3.00995;0.566874;1.03863;0.562819;0.584558;0.545793;0.566874;0.00131627;1.81724;1.03863;106.451;2.92279;0.847679;292.279;84.7679;1.25864;2.41787;1.74951;1.25864;0.847679;0.518399;0.0171381;0.0178005;-1.92558e-05;-2e-05;0.000798663;1.10263;1.03865;105.949;0.0890025;-0.810725;8.90025;-81.0725;1.32832;0.614005;1.03768;1.32832;-0.810725;0.00936546;
39.3214;-1;1.2136;0.337624;0;3.01496;0.567888;1.03842;0.563901;0.585567;0.546875;0.567888;0.00131627;1.81724;1.03842;107.604;2.92784;0.849338;292.784;84.9338;1.25969;2.42007;1.75119;1.25969;0.849338;0.518209;0.0171342;0.0177929;-1.92596e-05;-2e-05;0.000798663;1.10263;1.03844;107.102;0.0889643;-0.812302;8.89643;-81.2302;1.32941;0.61468;1.03866;1.32941;-0.812302;0.00985251;
39.369;-1;0.835842;0.943123;0;3.01742;0.568394;1.03832;0.564438;0.586068;0.547417;0.568394;0.00131627;1.81724;1.03832;108.178;2.93034;0.850139;293.034;85.0139;1.2602;2.42117;1.75201;1.2602;0.850139;0.518121;0.0171281;0.0177848;-1.92615e-05;-2e-05;0.000798663;1.10263;1.03834;107.677;0.0889241;-0.813065;8.89241;-81.3065;1.32994;0.615;1.03915;1.32994;-0.813065;0.010087;
