time;Load_load2_running;Load_load2_terminal_V_re;Load_load2_terminal_V_im;Load_load2_PPu;Load_load1_PPu;MS1_gover_PmPu;MS1_gover_omegaPu;MS1_gen_cePu;MS1_gen_PePu;MS1_gen_cmPu;MS1_gen_PmPu;MS1_gen_ufPu;MS1_gen_efdPu;MS1_gen_omegaPu;MS1_gen_theta;MS1_gen_PGenPu;MS1_gen_QGenPu;MS1_gen_PGen;MS1_gen_QGen;MS1_gen_UPu;MS1_gen_IStatorPu;MS1_gen_IRotorPu;MS1_gen_UStatorPu;MS1_gen_QStatorPu;MS1_gen_thetaInternal;MS2_gen_cePu;MS2_gen_PePu;MS2_gen_cmPu;MS2_gen_PmPu;MS2_gen_ufPu;MS2_gen_efdPu;MS2_gen_omegaPu;MS2_gen_theta;MS2_gen_PGenPu;MS2_gen_QGenPu;MS2_gen_PGen;MS2_gen_QGen;MS2_gen_UPu;MS2_gen_IStatorPu;MS2_gen_IRotorPu;MS2_gen_UStatorPu;MS2_gen_QStatorPu;MS2_gen_thetaInternal;
30.896;-1;-0.97529;0.351333;0;2.04182;0.670905;1.01782;0.514863;0.524036;0.659159;0.670905;0.00131627;1.81724;1.01782;3.57138;2.62064;0.140794;262.064;14.0794;1.03665;2.53163;1.48425;1.03665;0.140794;0.77552;-0.113781;-0.11577;-1.96563e-05;-2e-05;0.000798663;1.10263;1.01749;2.65158;-0.577494;-0.114175;-57.7494;-11.4175;1.12959;0.521128;1.08575;1.12959;-0.114175;-0.100921;
30.9536;-1;-1.03853;0.014264;0;2.04963;0.666009;1.0188;0.524728;0.534592;0.653721;0.666009;0.00131627;1.81724;1.0188;3.90228;2.67296;0.148798;267.296;14.8798;1.03863;2.57753;1.49786;1.03863;0.148798;0.774426;-0.122121;-0.124361;-1.96398e-05;-2e-05;0.000798663;1.10263;1.01834;2.97592;-0.621804;-0.118106;-62.1804;-11.8106;1.13109;0.559568;1.08645;1.13109;-0.118106;-0.105312;
31.0112;-1;-0.982879;-0.341723;0;2.05737;0.661626;1.01967;0.534212;0.544722;0.64886;0.661626;0.00131627;1.81724;1.01967;4.24994;2.72356;0.156336;272.356;15.6336;1.04059;2.62163;1.51206;1.04059;0.156336;0.773746;-0.130371;-0.132881;-1.96222e-05;-2e-05;0.000798663;1.10263;1.01925;3.31629;-0.664455;-0.121474;-66.4455;-12.1474;1.13262;0.596375;1.08769;1.13262;-0.121474;-0.110218;
31.0688;-1;-0.798473;-0.670418;0;2.06534;0.657686;1.02046;0.541215;0.55229;0.644498;0.657686;0.00131627;1.81724;1.02046;4.61268;2.7617;0.163465;276.17;16.3465;1.0426;2.65349;1.52409;1.0426;0.163465;0.77263;-0.136157;-0.138908;-1.96038e-05;-2e-05;0.000798663;1.10263;1.02021;3.67355;-0.694473;-0.125519;-69.4473;-12.5519;1.13426;0.622192;1.08874;1.13426;-0.125519;-0.114731;
31.1264;-1;-0.495072;-0.919971;0;2.07374;0.654072;1.02119;0.544646;0.556184;0.640503;0.654072;0.00131627;1.81724;1.02119;4.98917;2.78032;0.170244;278.032;17.0244;1.04472;2.66629;1.53221;1.04472;0.170244;0.770511;-0.137776;-0.140696;-1.9585e-05;-2e-05;0.000798663;1.10263;1.02119;4.04826;-0.704638;-0.131227;-70.4638;-13.1227;1.13604;0.630915;1.08857;1.13604;-0.131227;-0.118056;
31.184;-1;-0.105251;-1.04166;0;2.08265;0.65063;1.02187;0.543478;0.555366;0.636703;0.65063;0.00131627;1.81724;1.02187;5.37855;2.77683;0.176753;277.683;17.6753;1.04696;2.65764;1.53459;1.04696;0.176753;0.766857;-0.135458;-0.13846;-1.95663e-05;-2e-05;0.000798663;1.10263;1.02217;4.44056;-0.692301;-0.139013;-69.2301;-13.9013;1.13799;0.6205;1.08724;1.13799;-0.139013;-0.119966;
31.2416;-1;0.31645;-1.00048;0;2.09208;0.647215;1.02256;0.538438;0.550584;0.632938;0.647215;0.00131627;1.81724;1.02256;5.78046;2.75299;0.183455;275.299;18.3455;1.04933;2.62939;1.53199;1.04933;0.183455;0.761725;-0.128817;-0.131794;-1.95482e-05;-2e-05;0.000798663;1.10263;1.02311;4.85013;-0.659199;-0.149009;-65.9199;-14.9009;1.14006;0.592809;1.0843;1.14006;-0.149009;-0.120137;
31.2992;-1;0.699244;-0.785664;0;2.10182;0.643713;1.02326;0.530617;0.542958;0.629083;0.643713;0.00131627;1.81724;1.02326;6.195;2.71448;0.190584;271.448;19.0584;1.05177;2.58722;1.52533;1.05177;0.190584;0.75537;-0.119407;-0.122273;-1.95313e-05;-2e-05;0.000798663;1.10263;1.024;5.27615;-0.611166;-0.160582;-61.1166;-16.0582;1.14219;0.553234;1.07989;1.14219;-0.160582;-0.11887;
31.4144;-1;1.05581;0.0417586;0;2.12132;0.636275;1.02474;0.51399;0.526709;0.620911;0.636275;0.00131627;1.81724;1.02474;7.06418;2.63354;0.206562;263.354;20.6562;1.05664;2.50003;1.50964;1.05664;0.206562;0.741468;-0.0996763;-0.102225;-1.95014e-05;-2e-05;0.000798663;1.10263;1.02556;6.17149;-0.511123;-0.184536;-51.1123;-18.4536;1.14636;0.474033;1.07059;1.14636;-0.184536;-0.114378;
31.5097;-1;0.730583;0.768784;0;2.13708;0.629829;1.02603;0.503445;0.516551;0.613848;0.629829;0.00131627;1.81724;1.02603;7.82449;2.58276;0.221215;258.276;22.1215;1.06056;2.4442;1.49935;1.06056;0.221215;0.730435;-0.0866464;-0.088958;-1.94803e-05;-2e-05;0.000798663;1.10263;1.02668;6.95196;-0.44479;-0.203471;-44.479;-20.3471;1.14961;0.425468;1.06334;1.14961;-0.203471;-0.110399;
31.6049;-1;-0.0505512;1.06314;0;2.15237;0.623414;1.02732;0.499366;0.513007;0.606837;0.623414;0.00131627;1.81724;1.02732;8.62297;2.56481;0.236227;256.481;23.6227;1.06434;2.41994;1.49633;1.06434;0.236227;0.721489;-0.0801156;-0.0823336;-1.94612e-05;-2e-05;0.000798663;1.10263;1.02768;7.76449;-0.411639;-0.220152;-41.1639;-22.0152;1.15264;0.404964;1.05789;1.15264;-0.220152;-0.107972;
31.7002;-1;-0.829551;0.672588;0;2.16721;0.617338;1.02853;0.500992;0.515286;0.600212;0.617338;0.00131627;1.81724;1.02853;9.45841;2.5784;0.250819;257.84;25.0819;1.06801;2.42569;1.4997;1.06801;0.250819;0.714795;-0.0800467;-0.0823408;-1.94428e-05;-2e-05;0.000798663;1.10263;1.02866;8.60709;-0.410369;-0.234426;-41.0369;-23.4426;1.15555;0.408987;1.05394;1.15555;-0.234426;-0.107701;
31.7955;-1;-1.05177;-0.205667;0;2.18219;0.611851;1.02963;0.50706;0.522084;0.594244;0.611851;0.00131627;1.81724;1.02963;10.3281;2.61042;0.264913;261.042;26.4913;1.07169;2.44831;1.5102;1.07169;0.264913;0.710189;-0.0830083;-0.0854686;-1.94243e-05;-2e-05;0.000798663;1.10263;1.02964;9.47931;-0.427343;-0.247115;-42.7343;-24.7115;1.15848;0.426118;1.05227;1.15848;-0.247115;-0.108859;
31.8907;-1;-0.489859;-0.957237;0;2.1969;0.606985;1.0306;0.512433;0.528115;0.588961;0.606985;0.00131627;1.81724;1.0306;11.2286;2.64057;0.27824;264.057;27.824;1.0753;2.46926;1.52059;1.0753;0.27824;0.705985;-0.0859107;-0.0885437;-1.94053e-05;-2e-05;0.000798663;1.10263;1.03065;10.3815;-0.442718;-0.259117;-44.2718;-25.9117;1.1614;0.441685;1.05077;1.1614;-0.259117;-0.110442;
31.986;-1;0.479142;-0.966824;0;2.21163;0.602588;1.03148;0.514293;0.530485;0.584196;0.602588;0.00131627;1.81724;1.03148;12.1569;2.65467;0.291156;265.467;29.1156;1.07896;2.4755;1.52818;1.07896;0.291156;0.701007;-0.0860087;-0.0887319;-1.93861e-05;-2e-05;0.000798663;1.10263;1.03167;11.3141;-0.442073;-0.271691;-44.2073;-27.1691;1.16443;0.445773;1.04907;1.16443;-0.271691;-0.111332;
32.0813;-1;1.07038;-0.162493;0;2.22701;0.598482;1.0323;0.513232;0.529811;0.579754;0.598482;0.00131627;1.81724;1.0323;13.1108;2.64906;0.304556;264.906;30.4556;1.08264;2.46297;1.53123;1.08264;0.304556;0.695123;-0.0815603;-0.0842236;-1.93676e-05;-2e-05;0.000798663;1.10263;1.03265;12.2765;-0.421118;-0.285925;-42.1118;-28.5925;1.16753;0.435974;1.04578;1.16753;-0.285925;-0.110615;
32.1765;-1;0.729133;0.805354;0;2.24244;0.594461;1.03311;0.508598;0.525436;0.575411;0.594461;0.00131627;1.81724;1.03311;14.0894;2.62718;0.318328;262.718;31.8328;1.08638;2.43597;1.53067;1.08638;0.318328;0.687998;-0.0742852;-0.0767791;-1.93504e-05;-2e-05;0.000798663;1.10263;1.03357;13.2671;-0.383896;-0.301295;-38.3896;-30.1295;1.17068;0.41686;1.04177;1.17068;-0.301295;-0.108497;
32.2718;-1;-0.295682;1.04925;0;2.25802;0.590437;1.03391;0.503465;0.520539;0.571071;0.590437;0.00131627;1.81724;1.03391;15.0922;2.6009;0.332577;260.09;33.2577;1.0901;2.40501;1.52914;1.0901;0.332577;0.680507;-0.0658491;-0.0681144;-1.93349e-05;-2e-05;0.000798663;1.10263;1.0344;14.2837;-0.342116;-0.317095;-34.2116;-31.7095;1.1738;0.397296;1.03755;1.1738;-0.317095;-0.105417;
32.3671;-1;-1.05651;0.283;0;2.27296;0.586396;1.03472;0.498682;0.515997;0.566719;0.586396;0.00131627;1.81724;1.03472;16.1193;2.57998;0.346943;257.998;34.6943;1.09375;2.38007;1.52761;1.09375;0.346943;0.673009;-0.0591811;-0.0612612;-1.93209e-05;-2e-05;0.000798663;1.10263;1.03515;15.3238;-0.306306;-0.332478;-30.6306;-33.2478;1.17683;0.384141;1.0334;1.17683;-0.332478;-0.102387;
32.4623;-1;-0.767929;-0.783887;0;2.28797;0.582446;1.03551;0.49691;0.514556;0.562472;0.582446;0.00131627;1.81724;1.03551;17.1701;2.57278;0.361207;257.278;36.1207;1.09736;2.36751;1.52894;1.09736;0.361207;0.666474;-0.054855;-0.0568205;-1.93082e-05;-2e-05;0.000798663;1.10263;1.03583;16.3855;-0.284103;-0.347041;-28.4103;-34.7041;1.1798;0.38015;1.03001;1.1798;-0.347041;-0.0998556;
32.5576;-1;0.329724;-1.05035;0;2.30259;0.578699;1.03626;0.497219;0.515248;0.558449;0.578699;0.00131627;1.81724;1.03626;18.2439;2.57808;0.375079;257.808;37.5079;1.10091;2.36681;1.53247;1.10091;0.375079;0.660811;-0.0533811;-0.0553286;-1.9296e-05;-2e-05;0.000798663;1.10263;1.03648;17.4673;-0.274774;-0.360673;-27.4774;-36.0673;1.18272;0.383427;1.02724;1.18272;-0.360673;-0.0982065;
32.6528;-1;1.08912;-0.183383;0;2.31764;0.575272;1.03695;0.499921;0.518391;0.554776;0.575272;0.00131627;1.81724;1.03695;19.3389;2.59196;0.388408;259.196;38.8408;1.10445;2.37303;1.53892;1.10445;0.388408;0.656206;-0.0527569;-0.0547151;-1.92842e-05;-2e-05;0.000798663;1.10263;1.03712;18.5685;-0.273576;-0.373464;-27.3576;-37.3464;1.18565;0.390459;1.02534;1.18565;-0.373464;-0.0969798;
32.7005;-1;1.02293;0.421057;0;2.32497;0.573686;1.03726;0.501264;0.519942;0.553077;0.573686;0.00131627;1.81724;1.03726;19.8941;2.59971;0.39489;259.971;39.489;1.10619;2.3771;1.54234;1.10619;0.39489;0.654047;-0.0528197;-0.054797;-1.92783e-05;-2e-05;0.000798663;1.10263;1.03743;19.1262;-0.273985;-0.379644;-27.3985;-37.9644;1.1871;0.394395;1.0245;1.1871;-0.379644;-0.0965337;
32.7957;-1;0.0579536;1.10817;0;2.33965;0.570739;1.03785;0.503025;0.522065;0.549923;0.570739;0.00131627;1.81724;1.03785;21.0177;2.61033;0.407734;261.033;40.7734;1.10968;2.38084;1.54833;1.10968;0.407734;0.649622;-0.0519991;-0.053978;-1.92668e-05;-2e-05;0.000798663;1.10263;1.03806;20.2558;-0.26989;-0.392054;-26.989;-39.2054;1.19003;0.399965;1.02274;1.19003;-0.392054;-0.0954315;
32.891;-1;-0.988552;0.511756;0;2.35434;0.568022;1.0384;0.503305;0.52263;0.547018;0.568022;0.00131627;1.81724;1.0384;22.1584;2.61317;0.420493;261.317;42.0493;1.11316;2.37772;1.55289;1.11316;0.420493;0.644895;-0.0496766;-0.051597;-1.92556e-05;-2e-05;0.000798663;1.10263;1.03866;21.4037;-0.258042;-0.404631;-25.8042;-40.4631;1.19297;0.402287;1.0208;1.19297;-0.404631;-0.0938521;
32.9863;-1;-0.865447;-0.705571;0;2.36898;0.565446;1.03891;0.5022;0.521741;0.544268;0.565446;0.00131627;1.81724;1.03891;23.3149;2.6087;0.433321;260.87;43.3321;1.11661;2.36827;1.55593;1.11661;0.433321;0.639791;-0.0459841;-0.0477878;-1.92451e-05;-2e-05;0.000798663;1.10263;1.03922;22.5689;-0.238939;-0.417464;-23.8939;-41.7464;1.19592;0.402206;1.01864;1.19592;-0.417464;-0.0916988;
33.0815;-1;0.320656;-1.07317;0;2.38346;0.562948;1.03941;0.500291;0.520008;0.541603;0.562948;0.00131627;1.81724;1.03941;24.4868;2.60038;0.446078;260.038;44.6078;1.12004;2.35578;1.55806;1.12004;0.446078;0.634437;-0.0416053;-0.0432588;-1.92355e-05;-2e-05;0.000798663;1.10263;1.03974;23.7503;-0.216135;-0.430266;-21.6135;-43.0266;1.19885;0.401757;1.01651;1.19885;-0.430266;-0.0891086;
33.1292;-1;0.867836;-0.710735;0;2.39074;0.561724;1.03966;0.499462;0.519268;0.540298;0.561724;0.00131627;1.81724;1.03966;25.0783;2.59634;0.452627;259.634;45.2627;1.12173;2.34949;1.55903;1.12173;0.452627;0.631787;-0.0393875;-0.0409623;-1.92311e-05;-2e-05;0.000798663;1.10263;1.03998;24.3467;-0.204812;-0.436793;-20.4812;-43.6793;1.20029;0.401924;1.0153;1.20029;-0.436793;-0.0877152;
33.2244;-1;0.980396;0.551961;0;2.40509;0.559335;1.04013;0.498266;0.518263;0.537753;0.559335;0.00131627;1.81724;1.04013;26.2722;2.59132;0.465339;259.132;46.5339;1.12509;2.34004;1.56148;1.12509;0.465339;0.626678;-0.0356441;-0.0370853;-1.92228e-05;-2e-05;0.000798663;1.10263;1.04043;25.5498;-0.185426;-0.44934;-18.5426;-44.934;1.20316;0.404015;1.01324;1.20316;-0.44934;-0.0850168;
33.3197;-1;-0.173498;1.11496;0;2.41955;0.557082;1.04058;0.498663;0.518901;0.535356;0.557082;0.00131627;1.81724;1.04058;27.4799;2.59253;0.477933;259.253;47.7933;1.12841;2.33552;1.56537;1.12841;0.477933;0.622158;-0.0326936;-0.0340289;-1.92153e-05;-2e-05;0.000798663;1.10263;1.04084;26.7656;-0.172164;-0.461578;-17.2164;-46.1578;1.206;0.408258;1.01098;1.206;-0.461578;-0.0824697;
33.3673;-1;-0.782913;0.814907;0;2.42635;0.556002;1.0408;0.498407;0.518742;0.534207;0.556002;0.00131627;1.81724;1.0408;28.0888;2.59371;0.483667;259.371;48.3667;1.13006;2.33477;1.56699;1.13006;0.483667;0.61984;-0.0319942;-0.033307;-1.92117e-05;-2e-05;0.000798663;1.10263;1.04103;27.3782;-0.166535;-0.46713;-16.6535;-46.713;1.20741;0.410736;1.01064;1.20741;-0.46713;-0.0814028;
33.4626;-1;-1.03224;-0.467843;0;2.44037;0.553983;1.0412;0.499585;0.52017;0.53206;0.553983;0.00131627;1.81724;1.0412;29.3157;2.60085;0.495615;260.085;49.5615;1.13332;2.3362;1.57156;1.13332;0.495615;0.615789;-0.0306575;-0.0319269;-1.92048e-05;-2e-05;0.000798663;1.10263;1.04141;28.6117;-0.159635;-0.478581;-15.9635;-47.8581;1.2102;0.416874;1.00943;1.2102;-0.478581;-0.0793807;
33.5102;-1;-0.569278;-0.98183;0;2.44733;0.553044;1.04139;0.500344;0.521054;0.531063;0.553044;0.00131627;1.81724;1.04139;29.9336;2.60527;0.501428;260.527;50.1428;1.13493;2.33766;1.57404;1.13493;0.501428;0.613889;-0.0301611;-0.0314155;-1.92014e-05;-2e-05;0.000798663;1.10263;1.04159;29.2326;-0.157077;-0.484131;-15.7077;-48.4131;1.21159;0.420087;1.0089;1.21159;-0.484131;-0.0784495;
33.6055;-1;0.7522;-0.854138;0;2.46118;0.551307;1.04174;0.501614;0.522551;0.529218;0.551307;0.00131627;1.81724;1.04174;31.1773;2.61276;0.512832;261.276;51.2832;1.13814;2.33944;1.57887;1.13814;0.512832;0.610154;-0.0289248;-0.0301379;-1.91949e-05;-2e-05;0.000798663;1.10263;1.04194;30.4825;-0.15069;-0.495034;-15.069;-49.5034;1.21437;0.426114;1.00788;1.21437;-0.495034;-0.0765553;
33.6531;-1;1.11196;-0.250056;0;2.46806;0.550504;1.0419;0.502089;0.523127;0.528366;0.550504;0.00131627;1.81724;1.0419;31.803;2.61563;0.51844;261.563;51.844;1.13973;2.33961;1.58117;1.13973;0.51844;0.6083;-0.0281487;-0.029334;-1.91918e-05;-2e-05;0.000798663;1.10263;1.04211;31.1113;-0.14667;-0.500407;-14.667;-50.0407;1.21576;0.428917;1.00738;1.21576;-0.500407;-0.0755747;
33.7484;-1;0.577672;0.986144;0;2.48175;0.548992;1.0422;0.502538;0.523746;0.526762;0.548992;0.00131627;1.81724;1.0422;33.0613;2.61873;0.529572;261.873;52.9572;1.14288;2.33771;1.58525;1.14288;0.529572;0.604518;-0.0261038;-0.0272114;-1.91859e-05;-2e-05;0.000798663;1.10263;1.04243;32.3763;-0.136057;-0.511104;-13.6057;-51.1104;1.21852;0.434055;1.00638;1.21852;-0.511104;-0.073438;
33.796;-1;-0.119433;1.1382;0;2.48855;0.54828;1.04234;0.50254;0.523819;0.526006;0.54828;0.00131627;1.81724;1.04234;33.6939;2.6191;0.535095;261.91;53.5095;1.14445;2.3358;1.58706;1.14445;0.535095;0.602594;-0.0248646;-0.0259234;-1.91831e-05;-2e-05;0.000798663;1.10263;1.04258;33.0124;-0.129617;-0.516422;-12.9617;-51.6422;1.21989;0.436464;1.00587;1.21989;-0.516422;-0.0722859;
33.8913;-1;-1.12665;0.218015;0;2.50204;0.546915;1.04262;0.502381;0.523791;0.52456;0.546915;0.00131627;1.81724;1.04262;34.9651;2.61896;0.54605;261.896;54.605;1.14755;2.3313;1.59044;1.14755;0.54605;0.598735;-0.0222392;-0.0231925;-1.9178e-05;-2e-05;0.000798663;1.10263;1.04286;34.2908;-0.115962;-0.526959;-11.5962;-52.6959;1.22262;0.441321;1.00489;1.22262;-0.526959;-0.0698689;
33.9389;-1;-1.03496;-0.499237;0;2.50874;0.546262;1.04275;0.50227;0.523741;0.523868;0.546262;0.00131627;1.81724;1.04275;35.6038;2.6187;0.551473;261.87;55.1473;1.14908;2.32894;1.59204;1.14908;0.551473;0.596817;-0.0209026;-0.0218012;-1.91756e-05;-2e-05;0.000798663;1.10263;1.04299;34.9331;-0.109006;-0.532165;-10.9006;-53.2165;1.22397;0.443813;1.00443;1.22397;-0.532165;-0.0686206;
34.0342;-1;0.189616;-1.13641;0;2.52201;0.545017;1.043;0.502325;0.523924;0.52255;0.545017;0.00131627;1.81724;1.043;36.8868;2.61962;0.56214;261.962;56.214;1.15212;2.32551;1.59541;1.15212;0.56214;0.593116;-0.0185243;-0.019325;-1.91713e-05;-2e-05;0.000798663;1.10263;1.04323;36.2231;-0.096625;-0.542369;-9.6625;-54.2369;1.22665;0.449115;1.0036;1.22665;-0.542369;-0.0661672;
34.0818;-1;0.836636;-0.794276;0;2.52859;0.544428;1.04311;0.502508;0.524173;0.521925;0.544428;0.00131627;1.81724;1.04311;37.531;2.62087;0.567376;262.087;56.7376;1.15362;2.32449;1.5972;1.15362;0.567376;0.591342;-0.0174985;-0.0182567;-1.91693e-05;-2e-05;0.000798663;1.10263;1.04333;36.8707;-0.0912836;-0.547359;-9.12836;-54.7359;1.22798;0.451895;1.00324;1.22798;-0.547359;-0.0649721;
34.1771;-1;0.993549;0.592083;0;2.54163;0.543332;1.04333;0.503234;0.525041;0.520765;0.543332;0.00131627;1.81724;1.04333;38.8245;2.6252;0.577611;262.52;57.7611;1.15659;2.32407;1.60105;1.15659;0.577611;0.587987;-0.0158211;-0.0165098;-1.91657e-05;-2e-05;0.000798663;1.10263;1.04353;38.1704;-0.0825492;-0.557083;-8.25492;-55.7083;1.23062;0.457629;1.00264;1.23062;-0.557083;-0.0627004;
34.2247;-1;0.432367;1.07432;0;2.5481;0.542827;1.04343;0.503753;0.525634;0.520231;0.542827;0.00131627;1.81724;1.04343;39.4737;2.62817;0.582608;262.817;58.2608;1.15806;2.32455;1.60311;1.15806;0.582608;0.586401;-0.0151458;-0.0158065;-1.9164e-05;-2e-05;0.000798663;1.10263;1.04362;38.8225;-0.0790325;-0.561818;-7.90325;-56.1818;1.23192;0.46054;1.0024;1.23192;-0.561818;-0.0616198;
34.32;-1;-0.925735;0.700622;0;2.56093;0.54191;1.04362;0.504893;0.526915;0.519261;0.54191;0.00131627;1.81724;1.04362;40.7762;2.63457;0.592385;263.457;59.2385;1.16097;2.32594;1.60729;1.16097;0.592385;0.583359;-0.013908;-0.0145172;-1.91608e-05;-2e-05;0.000798663;1.10263;1.0438;40.1306;-0.0725859;-0.571072;-7.25859;-57.1072;1.23452;0.466308;1.00201;1.23452;-0.571072;-0.0595254;
34.3676;-1;-1.16239;-0.00800815;0;2.56729;0.541498;1.0437;0.505483;0.527573;0.518825;0.541498;0.00131627;1.81724;1.0437;41.4295;2.63787;0.597169;263.787;59.7169;1.16241;2.32673;1.6094;1.16241;0.597169;0.581893;-0.0133167;-0.0139011;-1.91593e-05;-2e-05;0.000798663;1.10263;1.04388;40.7866;-0.0695053;-0.575595;-6.95053;-57.5595;1.23581;0.469147;1.00185;1.23581;-0.575595;-0.0585018;
34.4629;-1;-0.289484;-1.12873;0;2.5799;0.540755;1.04385;0.506513;0.528723;0.51804;0.540755;0.00131627;1.81724;1.04385;42.7394;2.64361;0.606577;264.361;60.6577;1.16526;2.32764;1.61346;1.16526;0.606577;0.579001;-0.0119951;-0.0125233;-1.91565e-05;-2e-05;0.000798663;1.10263;1.04403;42.1019;-0.0626164;-0.584491;-6.26164;-58.4491;1.23837;0.474683;1.00159;1.23837;-0.584491;-0.0564326;
34.5105;-1;0.46183;-1.07137;0;2.58615;0.540423;1.04392;0.506947;0.529209;0.517688;0.540423;0.00131627;1.81724;1.04392;43.3961;2.64605;0.611204;264.605;61.1204;1.16667;2.32774;1.61541;1.16667;0.611204;0.577571;-0.0112609;-0.0117575;-1.91553e-05;-2e-05;0.000798663;1.10263;1.0441;42.7613;-0.0587874;-0.588865;-5.87874;-58.8865;1.23965;0.477388;1.00148;1.23965;-0.588865;-0.0553831;
34.6058;-1;1.15544;0.180594;0;2.59853;0.53982;1.04404;0.50766;0.530015;0.517051;0.53982;0.00131627;1.81724;1.04404;44.7121;2.65008;0.620326;265.008;62.0326;1.16947;2.32731;1.61911;1.16947;0.620326;0.574727;-0.00965434;-0.0100813;-1.9153e-05;-2e-05;0.000798663;1.10263;1.04422;44.0828;-0.0504064;-0.597486;-5.04064;-59.7486;1.24217;0.48271;1.00129;1.24217;-0.597486;-0.0532367;
34.6534;-1;0.802368;0.852691;0;2.60467;0.539548;1.04409;0.507957;0.530353;0.516764;0.539548;0.00131627;1.81724;1.04409;45.3714;2.65177;0.624818;265.177;62.4818;1.17084;2.32685;1.62087;1.17084;0.624818;0.573317;-0.0088001;-0.00918975;-1.9152e-05;-2e-05;0.000798663;1.10263;1.04428;44.745;-0.0459487;-0.601729;-4.59487;-60.1729;1.24342;0.485338;1.00122;1.24342;-0.601729;-0.0521442;
34.7487;-1;-0.632003;0.98886;0;2.61681;0.539056;1.04419;0.508574;0.531047;0.516243;0.539056;0.00131627;1.81724;1.04419;46.6923;2.65524;0.633651;265.524;63.3651;1.17357;2.32606;1.62436;1.17357;0.633651;0.570556;-0.00713302;-0.00744952;-1.91503e-05;-2e-05;0.000798663;1.10263;1.04437;46.0714;-0.0372476;-0.610062;-3.72476;-61.0062;1.24591;0.490566;1.00112;1.24591;-0.610062;-0.0499586;
34.7963;-1;-1.10797;0.390941;0;2.62283;0.538835;1.04423;0.50891;0.531421;0.516011;0.538835;0.00131627;1.81724;1.04423;47.3539;2.6571;0.637988;265.71;63.7988;1.17492;2.3258;1.62609;1.17492;0.637988;0.56921;-0.00633625;-0.00661766;-1.91495e-05;-2e-05;0.000798663;1.10263;1.04441;46.7357;-0.0330883;-0.614148;-3.30883;-61.4148;1.24713;0.493162;1.0011;1.24713;-0.614148;-0.0488718;
34.8916;-1;-0.64784;-0.983364;0;2.63473;0.53845;1.04431;0.509733;0.532319;0.515604;0.53845;0.00131627;1.81724;1.04431;48.6788;2.6616;0.646475;266.16;64.6475;1.17758;2.32594;1.62962;1.17758;0.646475;0.566623;-0.00491153;-0.00512999;-1.91483e-05;-2e-05;0.000798663;1.10263;1.04448;48.0657;-0.0256499;-0.622136;-2.56499;-62.2136;1.24957;0.498304;1.00112;1.24957;-0.622136;-0.0467511;
34.9392;-1;0.0965458;-1.17494;0;2.64062;0.538285;1.04434;0.510218;0.532843;0.51543;0.538285;0.00131627;1.81724;1.04434;49.3421;2.66421;0.650623;266.421;65.0623;1.1789;2.32633;1.63142;1.1789;0.650623;0.565383;-0.00428236;-0.00447296;-1.91478e-05;-2e-05;0.000798663;1.10263;1.04451;48.7315;-0.0223648;-0.626036;-2.23648;-62.6036;1.25077;0.500839;1.00117;1.25077;-0.626036;-0.0457188;
35.0345;-1;1.16667;-0.186621;0;2.65229;0.538017;1.0444;0.511302;0.534003;0.515146;0.538017;0.00131627;1.81724;1.0444;50.6699;2.67001;0.658729;267.001;65.8729;1.1815;2.32761;1.63508;1.1815;0.658729;0.563006;-0.00315462;-0.00329517;-1.9147e-05;-2e-05;0.000798663;1.10263;1.04455;50.0641;-0.0164758;-0.633651;-1.64758;-63.3651;1.25316;0.505813;1.00132;1.25316;-0.633651;-0.0437145;
35.0821;-1;1.03399;0.574318;0;2.65806;0.537913;1.04442;0.511889;0.534626;0.515036;0.537913;0.00131627;1.81724;1.04442;51.3344;2.67313;0.662687;267.313;66.2687;1.18278;2.32844;1.63693;1.18278;0.662687;0.561866;-0.00264386;-0.00276169;-1.91467e-05;-2e-05;0.000798663;1.10263;1.04457;50.7308;-0.0138084;-0.637367;-1.38084;-63.7367;1.25434;0.508247;1.00142;1.25434;-0.637367;-0.0427393;
35.1774;-1;-0.314001;1.14298;0;2.66948;0.537764;1.04445;0.513056;0.535859;0.51488;0.537764;0.00131627;1.81724;1.04445;52.664;2.6793;0.670435;267.93;67.0435;1.18532;2.33009;1.6406;1.18532;0.670435;0.559654;-0.00163327;-0.00170611;-1.91462e-05;-2e-05;0.000798663;1.10263;1.04459;52.065;-0.00853053;-0.644638;-0.853053;-64.4638;1.25669;0.51301;1.00168;1.25669;-0.644638;-0.040818;
35.225;-1;-0.954252;0.705243;0;2.67513;0.537719;1.04446;0.513628;0.536462;0.514832;0.537719;0.00131627;1.81724;1.04446;53.3292;2.68231;0.674226;268.231;67.4226;1.18658;2.33086;1.6424;1.18658;0.674226;0.558579;-0.00112581;-0.00117602;-1.91461e-05;-2e-05;0.000798663;1.10263;1.0446;52.7323;-0.0058801;-0.648194;-0.58801;-64.8194;1.25785;0.51534;1.00183;1.25785;-0.648194;-0.0398687;
