time;Load_load2_running;Load_load2_terminal_V_re;Load_load2_terminal_V_im;Load_load2_PPu;Load_load1_PPu;MS1_gen_cePu;MS1_gen_PePu;MS1_gen_cmPu;MS1_gen_PmPu;MS1_gen_ufPu;MS1_gen_efdPu;MS1_gen_omegaPu;MS1_gen_theta;MS1_gen_PGenPu;MS1_gen_QGenPu;MS1_gen_PGen;MS1_gen_QGen;MS1_gen_UPu;MS1_gen_IStatorPu;MS1_gen_IRotorPu;MS1_gen_UStatorPu;MS1_gen_QStatorPu;MS1_gen_thetaInternal;MS2_gen_cePu;MS2_gen_PePu;MS2_gen_cmPu;MS2_gen_PmPu;MS2_gen_ufPu;MS2_gen_efdPu;MS2_gen_omegaPu;MS2_gen_theta;MS2_gen_PGenPu;MS2_gen_QGenPu;MS2_gen_PGen;MS2_gen_QGen;MS2_gen_UPu;MS2_gen_IStatorPu;MS2_gen_IRotorPu;MS2_gen_UStatorPu;MS2_gen_QStatorPu;MS2_gen_thetaInternal;
0;1;0.999993;-9.35216e-08;1.89997;1.89997;0.759997;0.759997;0.76;0.76;0.00131627;1.81724;1;0.93957;3.79999;0.000130586;379.999;0.0130586;0.999993;3.80001;1.81725;0.999993;0.000130586;0.93957;-8.25707e-06;-8.25707e-06;-2e-05;-2e-05;0.000798663;1.10263;1;-2.96102e-05;-4.12853e-05;-0.000130585;-0.00412853;-0.0130585;1.10264;0.000124207;1.10261;1.10264;-0.000130585;-2.67127e-05;
0.001;1;0.999993;-1.01214e-07;1.89997;1.89997;0.759997;0.759997;0.76;0.76;0.00131627;1.81724;1;0.93957;3.79999;0.000129897;379.999;0.0129897;0.999993;3.80001;1.81725;0.999993;0.000129897;0.93957;-8.28238e-06;-8.28238e-06;-2e-05;-2e-05;0.000798663;1.10263;1;-2.96107e-05;-4.14119e-05;-0.000129895;-0.00414119;-0.0129895;1.10264;0.000123646;1.10261;1.10264;-0.000129895;-2.66925e-05;
0.002;1;0.999993;-1.08924e-07;1.89997;1.89997;0.759997;0.759997;0.76;0.76;0.00131627;1.81724;1;0.93957;3.79999;0.000129213;379.999;0.0129213;0.999993;3.80001;1.81725;0.999993;0.000129213;0.93957;-8.30794e-06;-8.30794e-06;-2e-05;-2e-05;0.000798663;1.10263;1;-2.96116e-05;-4.15397e-05;-0.000129211;-0.00415397;-0.0129211;1.10264;0.000123091;1.10261;1.10264;-0.000129211;-2.66726e-05;
0.004;1;0.999993;-1.23516e-07;1.89997;1.89997;0.759997;0.759997;0.76;0.76;0.00131627;1.81724;1;0.93957;3.79999;0.000127886;379.999;0.0127886;0.999993;3.80001;1.81725;0.999993;0.000127886;0.93957;-8.36117e-06;-8.36117e-06;-2e-05;-2e-05;0.000798663;1.10263;1;-2.96145e-05;-4.18058e-05;-0.000127885;-0.00418058;-0.0127885;1.10264;0.00012202;1.10261;1.10264;-0.000127885;-2.66342e-05;
0.008;1;0.999992;-1.50112e-07;1.89997;1.89997;0.759997;0.759997;0.76;0.76;0.00131627;1.81724;1;0.93957;3.79998;0.000125383;379.998;0.0125383;0.999992;3.80001;1.81725;0.999992;0.000125383;0.93957;-8.47535e-06;-8.47535e-06;-2e-05;-2e-05;0.000798663;1.10263;1;-2.96258e-05;-4.23768e-05;-0.000125381;-0.00423768;-0.0125381;1.10264;0.000120029;1.10261;1.10264;-0.000125381;-2.65627e-05;
0.016;1;0.999992;-1.93226e-07;1.89997;1.89997;0.759997;0.759997;0.76;0.76;0.00131627;1.81724;1;0.93957;3.79998;0.000120962;379.998;0.0120962;0.999992;3.80001;1.81726;0.999992;0.000120962;0.939571;-8.73447e-06;-8.73447e-06;-2e-05;-2e-05;0.000798663;1.10263;1;-2.96694e-05;-4.36724e-05;-0.00012096;-0.00436724;-0.012096;1.10264;0.000116632;1.10261;1.10264;-0.00012096;-2.64411e-05;
0.032;1;0.999992;-2.54375e-07;1.89997;1.89997;0.759997;0.759997;0.76;0.76;0.00131627;1.81724;1;0.93957;3.79998;0.000113926;379.998;0.0113926;0.999992;3.80002;1.81726;0.999992;0.000113926;0.939571;-9.3506e-06;-9.3506e-06;-2e-05;-2e-05;0.000798663;1.10263;1;-2.98396e-05;-4.6753e-05;-0.000113925;-0.0046753;-0.0113925;1.10264;0.000111682;1.10261;1.10264;-0.000113925;-2.62734e-05;
0.064;1;0.999991;-3.47195e-07;1.89997;1.89997;0.759998;0.759998;0.76;0.76;0.00131627;1.81724;1;0.939571;3.79999;0.000104393;379.999;0.0104393;0.999991;3.80002;1.81726;0.999991;0.000104393;0.939571;-1.08474e-05;-1.08474e-05;-2e-05;-2e-05;0.000798663;1.10263;1;-3.04811e-05;-5.42372e-05;-0.000104391;-0.00542372;-0.0104391;1.10264;0.00010669;1.1026;1.10264;-0.000104391;-2.61804e-05;
0.128;1;0.999991;-6.72149e-07;1.89996;1.89996;0.76;0.76;0.76;0.76;0.00131627;1.81724;1;0.939571;3.8;9.35634e-05;380;0.00935634;0.999991;3.80004;1.81727;0.999991;9.35634e-05;0.939572;-1.4303e-05;-1.4303e-05;-2e-05;-2e-05;0.000798663;1.10263;1;-3.26898e-05;-7.15148e-05;-9.35623e-05;-0.00715148;-0.00935623;1.10264;0.000106802;1.1026;1.10264;-9.35623e-05;-2.66278e-05;
0.256;1;0.99999;-2.59003e-06;1.89996;1.89996;0.760005;0.760005;0.76;0.76;0.00131627;1.81724;1;0.939571;3.80002;8.17459e-05;380.002;0.00817459;0.99999;3.80006;1.81727;0.99999;8.17459e-05;0.939574;-2.02921e-05;-2.02921e-05;-2e-05;-2e-05;0.000798663;1.10263;1;-3.87849e-05;-0.000101461;-8.17446e-05;-0.0101461;-0.00817446;1.10264;0.000118165;1.10261;1.10264;-8.17446e-05;-2.83433e-05;
0.512;1;0.999989;-1.44584e-05;1.89996;1.89996;0.760004;0.760004;0.76;0.76;0.00131627;1.81724;1;0.93956;3.80002;7.14004e-05;380.002;0.00714004;0.999989;3.80006;1.81727;0.999989;7.14004e-05;0.939575;-2.08195e-05;-2.08195e-05;-2e-05;-2e-05;0.000798663;1.10263;1;-5.17781e-05;-0.000104098;-7.13991e-05;-0.0104098;-0.00713991;1.10264;0.00011448;1.10261;1.10264;-7.13991e-05;-2.92138e-05;
1.024;1;0.999988;-4.64395e-05;1.89995;1.89995;0.760001;0.760001;0.76;0.76;0.00131627;1.81724;1;0.939529;3.8;5.55241e-05;380;0.00555241;0.999988;3.80005;1.81726;0.999988;5.55241e-05;0.939575;-1.94961e-05;-1.9496e-05;-2e-05;-2e-05;0.000798663;1.10263;1;-8.29523e-05;-9.74802e-05;-5.55231e-05;-0.00974802;-0.00555231;1.10264;0.000101741;1.10262;1.10264;-5.55231e-05;-2.88763e-05;
2.048;1;0.999986;-8.97631e-05;1.89995;1.89995;0.76;0.759999;0.76;0.76;0.00131627;1.81724;1;0.939488;3.8;3.57809e-05;380;0.00357809;0.999986;3.80005;1.81725;0.999986;3.57809e-05;0.939578;-2.04343e-05;-2.04343e-05;-2e-05;-2e-05;0.000798663;1.10263;1;-0.000127416;-0.000102172;-3.578e-05;-0.0102172;-0.003578;1.10264;9.81786e-05;1.10263;1.10264;-3.578e-05;-2.95584e-05;
4.096;1;0.999984;0.000151991;1.89994;1.89994;0.759998;0.759998;0.76;0.76;0.00131627;1.81724;1;0.939734;3.79999;1.69985e-05;379.999;0.00169985;0.999984;3.80005;1.81725;0.999984;1.69985e-05;0.939582;-2.19927e-05;-2.19927e-05;-2e-05;-2e-05;0.000798663;1.10263;1;0.000111867;-0.000109963;-1.69975e-05;-0.0109963;-0.00169975;1.10264;0.000100912;1.10263;1.10264;-1.69975e-05;-3.13297e-05;
6.144;1;0.999983;0.000884249;1.89994;1.89994;0.759996;0.759997;0.759999;0.76;0.00131627;1.81724;1;0.940468;3.79999;7.13103e-06;379.999;0.000713103;0.999983;3.80005;1.81725;0.999983;7.13103e-06;0.939584;-2.29812e-05;-2.29812e-05;-2e-05;-2e-05;0.000798663;1.10263;1;0.000842191;-0.000114906;-7.12997e-06;-0.0114906;-0.000712997;1.10264;0.000103956;1.10263;1.10264;-7.12997e-06;-3.28387e-05;
8.192;1;0.999981;0.00220739;1.89993;1.89993;0.759995;0.759996;0.759998;0.76;0.00131627;1.81724;1;0.941793;3.79998;1.46746e-06;379.998;0.000146746;0.999982;3.80005;1.81724;0.999982;1.46746e-06;0.939586;-2.35908e-05;-2.35908e-05;-2e-05;-2e-05;0.000798663;1.10263;1;0.00216396;-0.000117954;-1.46634e-06;-0.0117954;-0.000146634;1.10264;0.000106877;1.10263;1.10264;-1.46634e-06;-3.39767e-05;
12.288;1;0.999961;0.00637397;1.89993;1.89993;0.759993;0.759996;0.759997;0.76;0.00131627;1.81724;1;0.945963;3.79998;-5.3564e-06;379.998;-0.00053564;0.999981;3.80005;1.81724;0.999981;-5.3564e-06;0.939589;-2.41796e-05;-2.41797e-05;-1.99999e-05;-2e-05;0.000798663;1.10263;1;0.00632897;-0.000120898;5.35758e-06;-0.0120898;0.000535758;1.10264;0.000109831;1.10263;1.10264;5.35758e-06;-3.53902e-05;
16.384;1;0.999897;0.0129739;1.89993;1.89993;0.759991;0.759996;0.759995;0.76;0.00131627;1.81724;1.00001;0.952564;3.79998;-7.88632e-06;379.998;-0.000788632;0.999982;3.80005;1.81724;0.999982;-7.88632e-06;0.93959;-2.40197e-05;-2.40198e-05;-1.99999e-05;-2e-05;0.000798663;1.10263;1.00001;0.0129291;-0.000120099;7.88749e-06;-0.0120099;0.000788749;1.10264;0.000109165;1.10263;1.10264;7.88749e-06;-3.56322e-05;
20.48;1;0.999733;0.0220112;1.89993;1.89993;0.759991;0.759997;0.759994;0.76;0.00131627;1.81724;1.00001;0.961604;3.79998;-8.70573e-06;379.998;-0.000870573;0.999982;3.80005;1.81724;0.999982;-8.70573e-06;0.93959;-2.34116e-05;-2.34118e-05;-1.99998e-05;-2e-05;0.000798663;1.10263;1.00001;0.021969;-0.000117061;8.70684e-06;-0.0117061;0.000870684;1.10264;0.0001064;1.10263;1.10264;8.70684e-06;-3.50072e-05;
26.063;1;0.999281;0.0375697;1.89994;1.89994;0.75999;0.759998;0.759992;0.76;0.00131627;1.81724;1.00001;0.97717;3.79999;-9.14909e-06;379.999;-0.000914909;0.999984;3.80005;1.81724;0.999984;-9.14909e-06;0.939591;-2.24806e-05;-2.24808e-05;-1.99998e-05;-2e-05;0.000798663;1.10263;1.00001;0.0375362;-0.000112405;9.15011e-06;-0.0112405;0.000915011;1.10264;0.000102266;1.10263;1.10264;9.15011e-06;-3.37424e-05;
30;-1;0.998715;0.0503037;1.89994;1.89994;0.75999;0.759998;0.759992;0.76;0.00131627;1.81724;1.00001;0.989917;3.79999;-9.26472e-06;379.999;-0.000926472;0.999984;3.80005;1.81724;0.999984;-9.26472e-06;0.939591;-2.18757e-05;-2.1876e-05;-1.99998e-05;-2e-05;0.000798663;1.10263;1.00001;0.0502845;-0.00010938;9.26569e-06;-0.010938;0.000926569;1.10264;9.9558e-05;1.10263;1.10264;9.26569e-06;-3.2822e-05;
30.001;-1;0.99676;0.12228;-2.82234e-09;1.91612;0.49382;0.493842;0.759966;0.76;0.00131627;1.81724;1.00004;0.989931;2.46921;0.0350869;246.921;3.50869;1.00423;2.45905;1.6306;1.00423;0.0350869;0.867863;-0.110371;-0.110374;-1.99995e-05;-2e-05;0.000798663;1.10263;1.00002;0.0502923;-0.55187;-0.0105338;-55.187;-1.05338;1.10286;0.50049;1.1033;1.10286;-0.0105338;-0.0275082;
30.002;-1;0.996841;0.122859;8.52437e-09;1.91669;0.494408;0.494446;0.759941;0.76;0.00131627;1.81724;1.00008;0.989955;2.47223;0.036298;247.223;3.6298;1.00438;2.46171;1.62669;1.00438;0.036298;0.867325;-0.110857;-0.110861;-1.99992e-05;-2e-05;0.000798663;1.10263;1.00004;0.0503044;-0.554306;-0.0115285;-55.4306;-1.15285;1.10292;0.50269;1.10321;1.10292;-0.0115285;-0.0278751;
30.004;-1;0.996991;0.124014;-3.24906e-07;1.9178;0.495563;0.495634;0.759891;0.76;0.00131627;1.81724;1.00014;0.990028;2.47817;0.0386339;247.817;3.86339;1.00467;2.46694;1.61909;1.00467;0.0386339;0.866276;-0.111815;-0.111822;-1.99987e-05;-2e-05;0.000798663;1.10263;1.00007;0.0503389;-0.55911;-0.013436;-55.911;-1.3436;1.10303;0.507036;1.10304;1.10303;-0.013436;-0.0286026;
30.008;-1;0.997243;0.12632;0;1.91985;0.497774;0.497911;0.759791;0.76;0.00131627;1.81724;1.00028;0.990297;2.48955;0.0428961;248.955;4.28961;1.00521;2.47702;1.60501;1.00521;0.0428961;0.864298;-0.113666;-0.11368;-1.99975e-05;-2e-05;0.000798663;1.10263;1.00012;0.0504604;-0.568402;-0.0168545;-56.8402;-1.68545;1.10324;0.515437;1.10272;1.10324;-0.0168545;-0.0300278;
30.016;-1;0.99757;0.130961;0;1.92336;0.501881;0.50215;0.759594;0.76;0.00131627;1.81724;1.00054;0.991318;2.51075;0.0500142;251.075;5.00142;1.00613;2.49595;1.58084;1.00613;0.0500142;0.860784;-0.117173;-0.117201;-1.99952e-05;-2e-05;0.000798663;1.10263;1.00024;0.0509173;-0.586007;-0.0223377;-58.6007;-2.23377;1.10362;0.53137;1.10221;1.10362;-0.0223377;-0.032774;
30.032;-1;0.997622;0.140624;0;1.92855;0.509267;0.509798;0.759208;0.76;0.00131627;1.81724;1.00104;0.995279;2.54899;0.060047;254.899;6.0047;1.00748;2.53076;1.54524;1.00748;0.060047;0.855242;-0.123722;-0.123781;-1.99904e-05;-2e-05;0.000798663;1.10263;1.00048;0.0527319;-0.618905;-0.029186;-61.8905;-2.9186;1.10423;0.561109;1.10168;1.10423;-0.029186;-0.0379472;
30.048;-1;0.996968;0.151072;0;1.93185;0.515979;0.516771;0.758834;0.76;0.00131627;1.81724;1.00154;1.00175;2.58385;0.0658982;258.385;6.58982;1.00835;2.5633;1.52322;1.00835;0.0658982;0.851357;-0.129967;-0.130062;-1.99854e-05;-2e-05;0.000798663;1.10263;1.00073;0.0557914;-0.650309;-0.0318552;-65.0309;-3.18552;1.10467;0.589395;1.10179;1.10467;-0.0318552;-0.0428028;
30.064;-1;0.995703;0.162609;0;1.93392;0.522461;0.523514;0.758471;0.76;0.00131627;1.81724;1.00202;1.01066;2.61757;0.0692016;261.757;6.92016;1.00889;2.59542;1.51098;1.00889;0.0692016;0.84877;-0.136221;-0.136357;-1.998e-05;-2e-05;0.000798663;1.10263;1.001;0.0601575;-0.681784;-0.0318197;-68.1784;-3.18197;1.10498;0.61768;1.10247;1.10498;-0.0318197;-0.0474615;
30.08;-1;0.993869;0.175456;0;1.93524;0.528994;0.530306;0.75812;0.76;0.00131627;1.81724;1.00248;1.02194;2.65153;0.0711153;265.153;7.11153;1.00923;2.62823;1.50564;1.00923;0.0711153;0.847196;-0.142667;-0.14285;-1.99745e-05;-2e-05;0.000798663;1.10263;1.00128;0.0658937;-0.714247;-0.0301181;-71.4247;-3.01181;1.10521;0.646831;1.10365;1.10521;-0.0301181;-0.0520131;
30.096;-1;0.991468;0.189759;0;1.93611;0.535717;0.537287;0.757778;0.76;0.00131627;1.81724;1.00293;1.03552;2.68643;0.0723623;268.643;7.23623;1.00946;2.66223;1.50519;1.00946;0.0723623;0.846413;-0.149383;-0.149618;-1.99687e-05;-2e-05;0.000798663;1.10263;1.00157;0.0730656;-0.748088;-0.0274132;-74.8088;-2.74132;1.10538;0.677227;1.10525;1.10538;-0.0274132;-0.0565182;
30.112;-1;0.988467;0.205608;0;1.93673;0.54267;0.544498;0.757449;0.76;0.00131627;1.81724;1.00337;1.05134;2.72249;0.0733712;272.249;7.33712;1.00962;2.69752;1.50819;1.00962;0.0733712;0.846252;-0.156368;-0.156661;-1.99626e-05;-2e-05;0.000798663;1.10263;1.00188;0.0817409;-0.783307;-0.024112;-78.3307;-2.4112;1.1055;0.708885;1.10721;1.1055;-0.024112;-0.061013;
30.128;-1;0.984807;0.22305;0;1.93722;0.549826;0.55191;0.75713;0.76;0.00131627;1.81724;1.00379;1.06931;2.75955;0.0743793;275.955;7.43793;1.00975;2.73389;1.51364;1.00975;0.0743793;0.846576;-0.16357;-0.163929;-1.99562e-05;-2e-05;0.000798663;1.10263;1.0022;0.0919897;-0.819646;-0.0204622;-81.9646;-2.04622;1.1056;0.74158;1.10945;1.1056;-0.0204622;-0.065514;
30.16;-1;0.9752;0.262771;0;1.93812;0.564309;0.566898;0.756528;0.76;0.00131627;1.81724;1.00459;1.11133;2.83449;0.0767817;283.449;7.67817;1.00998;2.80751;1.52853;1.00998;0.0767817;0.848129;-0.178124;-0.178637;-1.99426e-05;-2e-05;0.000798663;1.10263;1.00288;0.117593;-0.893184;-0.0128146;-89.3184;-1.28146;1.10577;0.807831;1.11454;1.10577;-0.0128146;-0.0745057;
30.192;-1;0.961886;0.308738;0;1.93904;0.578444;0.581527;0.755972;0.76;0.00131627;1.81724;1.00533;1.16105;2.90761;0.079679;290.761;7.9679;1.01022;2.87922;1.54668;1.01022;0.079679;0.850468;-0.192277;-0.192974;-1.99279e-05;-2e-05;0.000798663;1.10263;1.00362;0.150386;-0.964855;-0.00503256;-96.4855;-0.503256;1.10593;0.872402;1.12019;1.10593;-0.00503256;-0.0833714;
30.224;-1;0.943979;0.360579;0;1.94015;0.591431;0.594988;0.755458;0.76;0.00131627;1.81724;1.00601;1.21792;2.97504;0.0829031;297.504;8.29031;1.01051;2.94511;1.56554;1.01051;0.0829031;0.853046;-0.205215;-0.206122;-1.99121e-05;-2e-05;0.000798663;1.10263;1.00441;0.190897;-1.03065;0.00229422;-103.065;0.229422;1.10615;0.931633;1.12605;1.10615;0.00229422;-0.0919187;
30.256;-1;0.920513;0.41774;0;1.94165;0.602532;0.606539;0.754981;0.76;0.00131627;1.81724;1.00665;1.28143;3.03315;0.0861494;303.315;8.61494;1.0109;3.00145;1.58321;1.0109;0.0861494;0.855407;-0.216176;-0.217314;-1.98955e-05;-2e-05;0.000798663;1.10263;1.00525;0.239618;-1.08679;0.00855708;-108.679;0.855708;1.10646;0.982075;1.1317;1.10646;0.00855708;-0.0999148;
30.288;-1;0.890476;0.47948;0;1.94369;0.611153;0.61558;0.754536;0.76;0.00131627;1.81724;1.00724;1.35113;3.07889;0.0891032;307.889;8.91032;1.01143;3.04508;1.59826;1.01143;0.0891032;0.857191;-0.224531;-0.22591;-1.98781e-05;-2e-05;0.000798663;1.10263;1.00613;0.296967;-1.1301;0.0132113;-113.01;1.32113;1.10694;1.02077;1.13672;1.10694;0.0132113;-0.107122;
30.32;-1;0.852811;0.544879;0;1.94644;0.616864;0.621679;0.754114;0.76;0.00131627;1.81724;1.00781;1.42668;3.11023;0.0915011;311.023;9.15011;1.01214;3.07389;1.6097;1.01214;0.0915011;0.858123;-0.229846;-0.231467;-1.98602e-05;-2e-05;0.000798663;1.10263;1.00704;0.363263;-1.15845;0.015838;-115.845;1.5838;1.10761;1.04572;1.14072;1.10761;0.015838;-0.113332;
30.352;-1;0.806448;0.612816;0;1.95002;0.619446;0.624619;0.753706;0.76;0.00131627;1.81724;1.00835;1.50783;3.12604;0.0932033;312.604;9.32033;1.01307;3.08668;1.61689;1.01307;0.0932033;0.858017;-0.231897;-0.233745;-1.98421e-05;-2e-05;0.000798663;1.10263;1.00796;0.43871;-1.17057;0.016144;-117.057;1.6144;1.10853;1.05577;1.14338;1.10853;0.016144;-0.118385;
30.384;-1;0.750331;0.681939;0;1.95453;0.618915;0.624417;0.753302;0.76;0.00131627;1.81724;1.00889;1.59447;3.12623;0.0941811;312.623;9.41811;1.01424;3.08334;1.61957;1.01424;0.0941811;0.856786;-0.230663;-0.232712;-1.98239e-05;-2e-05;0.000798663;1.10263;1.00888;0.523385;-1.16632;0.0140564;-116.632;1.40564;1.10971;1.05078;1.1445;1.10971;0.0140564;-0.122182;
30.448;-1;0.604851;0.817007;0;1.96336;0.609952;0.61606;0.752465;0.76;0.00131627;1.81724;1.01001;1.78463;3.0803;0.0951672;308.03;9.51672;1.01654;3.03164;1.61275;1.01654;0.0951672;0.851112;-0.220064;-0.222412;-1.97889e-05;-2e-05;0.000798663;1.10263;1.01067;0.719772;-1.11206;0.00287059;-111.206;0.287059;1.11196;1.00009;1.14228;1.11196;0.00287059;-0.126164;
30.512;-1;0.410385;0.933406;0;1.97536;0.593335;0.6;0.751559;0.76;0.00131627;1.81724;1.01123;1.99856;2.99999;0.0965331;299.999;9.65331;1.01964;2.94374;1.59349;1.01964;0.0965331;0.841993;-0.201621;-0.204109;-1.97562e-05;-2e-05;0.000798663;1.10263;1.01234;0.950647;-1.02055;-0.0143997;-102.055;-1.43997;1.115;0.915381;1.13522;1.115;-0.0143997;-0.126098;
30.576;-1;0.166187;1.00935;0;1.98818;0.573596;0.580812;0.750557;0.76;0.00131627;1.81724;1.01258;2.23852;2.90403;0.0995829;290.403;9.95829;1.02294;2.84056;1.56812;1.02294;0.0995829;0.830908;-0.180034;-0.182529;-1.97266e-05;-2e-05;0.000798663;1.10263;1.01386;1.21335;-0.912585;-0.0341979;-91.2585;-3.41979;1.11814;0.816733;1.12554;1.11814;-0.0341979;-0.123412;
30.64;-1;-0.11942;1.01922;0;2.00084;0.555491;0.563305;0.749458;0.76;0.00131627;1.81724;1.01407;2.50704;2.81652;0.104989;281.652;10.4989;1.02619;2.74654;1.54355;1.02619;0.104989;0.819612;-0.160183;-0.16262;-1.97002e-05;-2e-05;0.000798663;1.10263;1.01522;1.5049;-0.813102;-0.0532106;-81.3102;-5.32106;1.12113;0.726805;1.11568;1.12113;-0.0532106;-0.119871;
30.6976;-1;-0.394597;0.950282;0;2.01162;0.543832;0.552259;0.748403;0.76;0.00131627;1.81724;1.0155;2.77496;2.76129;0.11165;276.129;11.165;1.02895;2.68578;1.52671;1.02895;0.11165;0.810586;-0.147097;-0.149499;-1.96787e-05;-2e-05;0.000798663;1.10263;1.01633;1.78978;-0.747495;-0.067906;-74.7495;-6.7906;1.12355;0.668037;1.10812;1.12355;-0.067906;-0.11734;
30.7552;-1;-0.66022;0.79253;0;2.02161;0.538663;0.547806;0.747316;0.76;0.00131627;1.81724;1.01697;3.06902;2.73891;0.119429;273.891;11.9429;1.03151;2.65778;1.51803;1.03151;0.119429;0.803661;-0.140608;-0.143051;-1.96584e-05;-2e-05;0.000798663;1.10263;1.01737;2.09434;-0.715307;-0.0793627;-71.5307;-7.93627;1.1257;0.639337;1.10276;1.1257;-0.0793627;-0.116533;
30.8128;-1;-0.88072;0.541436;0;2.03082;0.54047;0.550443;0.74623;0.76;0.00131627;1.81724;1.01845;3.38966;2.75173;0.127742;275.173;12.7742;1.03385;2.66449;1.5185;1.03385;0.127742;0.799306;-0.141169;-0.143767;-1.96386e-05;-2e-05;0.000798663;1.10263;1.0184;2.41784;-0.718897;-0.0873117;-71.8897;-8.73117;1.12759;0.642235;1.0999;1.12759;-0.0873117;-0.118029;
30.8704;-1;-1.01484;0.208312;0;2.03924;0.54806;0.558963;0.745176;0.76;0.00131627;1.81724;1.01989;3.73652;2.79481;0.136173;279.481;13.6173;1.03599;2.70091;1.52735;1.03599;0.136173;0.797381;-0.147798;-0.150673;-1.96184e-05;-2e-05;0.000798663;1.10263;1.01945;2.76033;-0.753367;-0.0918984;-75.3367;-9.18984;1.12926;0.672076;1.09971;1.12926;-0.0918984;-0.12188;
30.928;-1;-1.02291;-0.175131;0;2.09109;0.559692;0.571593;0.74418;0.76;0.00131627;1.81724;1.02126;4.10859;2.90747;0.147422;290.747;14.7422;1.04935;2.77385;1.54238;1.04935;0.147422;0.797431;-0.158463;-0.161723;-1.9597e-05;-2e-05;0.000798663;1.10263;1.02056;3.12256;-0.813868;-0.0969296;-81.3868;-9.69296;1.14315;0.715185;1.10166;1.14315;-0.0969296;-0.127666;
30.9856;-1;-0.878741;-0.556067;0;2.05465;0.572855;0.585762;0.743253;0.76;0.00131627;1.81724;1.02253;4.50443;2.92881;0.152435;292.881;15.2435;1.0399;2.82024;1.56082;1.0399;0.152435;0.79865;-0.170537;-0.174247;-1.95742e-05;-2e-05;0.000798663;1.10263;1.02175;3.5057;-0.871233;-0.0937352;-87.1233;-9.37352;1.13233;0.773857;1.10499;1.13233;-0.0937352;-0.134614;
31.0432;-1;-0.579598;-0.865686;0;2.06216;0.584802;0.598669;0.742396;0.76;0.00131627;1.81724;1.02371;4.92243;2.9933;0.159762;299.33;15.9762;1.0418;2.87729;1.57895;1.0418;0.159762;0.800026;-0.181393;-0.185568;-1.955e-05;-2e-05;0.000798663;1.10263;1.02302;3.9111;-0.927837;-0.0934648;-92.7837;-9.34648;1.1339;0.822413;1.10882;1.1339;-0.0934648;-0.141784;
31.1008;-1;-0.157963;-1.03177;0;2.07004;0.59347;0.608198;0.741596;0.76;0.00131627;1.81724;1.02482;5.36115;3.04099;0.166302;304.099;16.6302;1.04379;2.91777;1.59374;1.04379;0.166302;0.80068;-0.188877;-0.193475;-1.95246e-05;-2e-05;0.000798663;1.10263;1.02435;4.33995;-0.967377;-0.0944952;-96.7377;-9.44952;1.13562;0.855903;1.11201;1.13562;-0.0944952;-0.148262;
31.1584;-1;0.316231;-0.996997;0;2.07861;0.597615;0.613076;0.740833;0.76;0.00131627;1.81724;1.02587;5.81951;3.06535;0.172024;306.535;17.2024;1.04595;2.9353;1.60301;1.04595;0.172024;0.799972;-0.191675;-0.196603;-1.94987e-05;-2e-05;0.000798663;1.10263;1.02571;4.79306;-0.983057;-0.0980938;-98.3057;-9.80938;1.13757;0.868467;1.11356;1.13757;-0.0980938;-0.15333;
31.216;-1;0.742447;-0.740092;0;2.08804;0.59687;0.612933;0.740083;0.76;0.00131627;1.81724;1.02691;6.29695;3.0648;0.177136;306.48;17.7136;1.04832;2.92842;1.6058;1.04832;0.177136;0.797563;-0.189503;-0.194634;-1.94728e-05;-2e-05;0.000798663;1.10263;1.02707;5.2707;-0.973157;-0.104846;-97.3157;-10.4846;1.13975;0.858776;1.11286;1.13975;-0.104846;-0.156594;
31.2736;-1;1.00902;-0.293714;0;2.09827;0.592045;0.608602;0.739325;0.76;0.00131627;1.81724;1.02797;6.79346;3.04261;0.182057;304.261;18.2057;1.05088;2.90048;1.60297;1.05088;0.182057;0.793555;-0.182931;-0.188127;-1.94476e-05;-2e-05;0.000798663;1.10263;1.02841;5.7726;-0.940981;-0.114537;-94.0981;-11.4537;1.14213;0.829969;1.11037;1.14213;-0.114537;-0.157988;
31.3312;-1;1.02383;0.248522;0;2.10897;0.58416;0.601135;0.73854;0.76;0.00131627;1.81724;1.02906;7.3095;3.00567;0.187293;300.567;18.7293;1.05356;2.85841;1.59513;1.05356;0.187293;0.78818;-0.173581;-0.178734;-1.94234e-05;-2e-05;0.000798663;1.10263;1.02968;6.298;-0.893669;-0.126345;-89.3669;-12.6345;1.14459;0.788539;1.1054;1.14459;-0.126345;-0.157859;
31.4114;-1;0.572055;0.889247;0;2.12421;0.572466;0.59002;0.73739;0.76;0.00131627;1.81724;1.03066;8.06221;2.9501;0.195744;295.01;19.5744;1.05736;2.7962;1.58219;1.05736;0.195744;0.77988;-0.159655;-0.164659;-1.93921e-05;-2e-05;0.000798663;1.10263;1.03135;7.0662;-0.823297;-0.143796;-82.3297;-14.3796;1.14804;0.727988;1.09763;1.14804;-0.143796;-0.156324;
31.4916;-1;-0.242483;1.03298;0;2.13922;0.563457;0.581686;0.736183;0.76;0.00131627;1.81724;1.03235;8.85649;2.90758;0.20557;290.758;20.557;1.06108;2.74699;1.5714;1.06108;0.20557;0.771999;-0.148146;-0.153019;-1.93631e-05;-2e-05;0.000798663;1.10263;1.03289;7.87473;-0.766107;-0.16027;-76.6107;-16.027;1.15133;0.67979;1.09018;1.15133;-0.16027;-0.154564;
