time;Load_load2_running;Load_load2_terminal_V_re;Load_load2_terminal_V_im;Load_load2_PPu;Load_load1_PPu;MS1_gen_cePu;MS1_gen_PePu;MS1_gen_cmPu;MS1_gen_PmPu;MS1_gen_ufPu;MS1_gen_efdPu;MS1_gen_omegaPu;MS1_gen_theta;MS1_gen_PGenPu;MS1_gen_QGenPu;MS1_gen_PGen;MS1_gen_QGen;MS1_gen_UPu;MS1_gen_IStatorPu;MS1_gen_IRotorPu;MS1_gen_UStatorPu;MS1_gen_QStatorPu;MS1_gen_thetaInternal;MS2_gen_cePu;MS2_gen_PePu;MS2_gen_cmPu;MS2_gen_PmPu;MS2_gen_ufPu;MS2_gen_efdPu;MS2_gen_omegaPu;MS2_gen_theta;MS2_gen_PGenPu;MS2_gen_QGenPu;MS2_gen_PGen;MS2_gen_QGen;MS2_gen_UPu;MS2_gen_IStatorPu;MS2_gen_IRotorPu;MS2_gen_UStatorPu;MS2_gen_QStatorPu;MS2_gen_thetaInternal;
40.6136;-1;-0.72458;-1.11829;0;3.37363;0.632605;0.717471;0.670103;0.76;0.00131627;1.81724;1.13415;281.21;3.58736;0.750761;358.736;75.0761;1.33252;2.75049;1.76689;1.33252;0.750761;0.612156;-0.0374434;-0.0424689;-1.76333e-05;-2e-05;0.000798663;1.10263;1.13422;280.515;-0.212344;-0.723096;-21.2344;-72.3096;1.41856;0.531263;1.05057;1.41856;-0.723096;-0.0743753;
40.6236;-1;-0.202218;-1.31724;0;3.37445;0.632651;0.717553;0.670075;0.76;0.00131627;1.81724;1.1342;281.632;3.58776;0.750923;358.776;75.0923;1.33268;2.75049;1.76697;1.33268;0.750923;0.612112;-0.0373704;-0.0423878;-1.76326e-05;-2e-05;0.000798663;1.10263;1.13426;280.938;-0.211939;-0.723261;-21.1939;-72.3261;1.41874;0.53123;1.05063;1.41874;-0.723261;-0.0742468;
40.6437;-1;0.851894;-1.02526;0;3.37607;0.632742;0.717715;0.67002;0.76;0.00131627;1.81724;1.13429;282.478;3.58858;0.751245;358.858;75.1245;1.333;2.75047;1.76714;1.333;0.751245;0.612024;-0.0372246;-0.0422259;-1.76312e-05;-2e-05;0.000798663;1.10263;1.13436;281.784;-0.21113;-0.72359;-21.113;-72.359;1.41908;0.531163;1.05077;1.41908;-0.72359;-0.0739901;
40.6838;-1;0.914182;0.971004;0;3.3793;0.632922;0.718038;0.66991;0.76;0.00131627;1.81724;1.13448;284.171;3.59019;0.751885;359.019;75.1885;1.33363;2.75044;1.76747;1.33363;0.751885;0.61185;-0.0369342;-0.0419033;-1.76283e-05;-2e-05;0.000798663;1.10263;1.13454;283.477;-0.209517;-0.724244;-20.9517;-72.4244;1.41977;0.53103;1.05105;1.41977;-0.724244;-0.0734786;
40.7038;-1;-0.122712;1.32829;0;3.3809;0.633012;0.718199;0.669856;0.76;0.00131627;1.81724;1.13457;285.018;3.59099;0.752202;359.099;75.2202;1.33395;2.75042;1.76763;1.33395;0.752202;0.611763;-0.0367895;-0.0417426;-1.76268e-05;-2e-05;0.000798663;1.10263;1.13463;284.325;-0.208713;-0.724568;-20.8713;-72.4568;1.42011;0.530965;1.05119;1.42011;-0.724568;-0.0732237;
40.7439;-1;-1.30304;-0.288431;0;3.3841;0.633192;0.718519;0.669747;0.76;0.00131627;1.81724;1.13476;286.714;3.59259;0.752833;359.259;75.2833;1.33458;2.75039;1.76795;1.33458;0.752833;0.611591;-0.0365014;-0.0414224;-1.7624e-05;-2e-05;0.000798663;1.10263;1.13482;286.022;-0.207112;-0.725213;-20.7112;-72.5213;1.42079;0.530835;1.05147;1.42079;-0.725213;-0.0727158;
40.764;-1;-0.644467;-1.16902;0;3.3857;0.633281;0.718678;0.669693;0.76;0.00131627;1.81724;1.13485;287.563;3.59339;0.753147;359.339;75.3147;1.3349;2.75038;1.76811;1.3349;0.753147;0.611505;-0.0363579;-0.0412629;-1.76226e-05;-2e-05;0.000798663;1.10263;1.13491;286.871;-0.206314;-0.725533;-20.6314;-72.5533;1.42113;0.530771;1.0516;1.42113;-0.725533;-0.0724627;
40.774;-1;-0.105431;-1.33088;0;3.38649;0.633325;0.718757;0.669666;0.76;0.00131627;1.81724;1.13489;287.988;3.59379;0.753303;359.379;75.3303;1.33505;2.75037;1.76819;1.33505;0.753303;0.611463;-0.0362863;-0.0411833;-1.76219e-05;-2e-05;0.000798663;1.10263;1.13495;287.296;-0.205916;-0.725692;-20.5916;-72.5692;1.4213;0.530739;1.05167;1.4213;-0.725692;-0.0723364;
40.7941;-1;0.930488;-0.957806;0;3.38808;0.633414;0.718916;0.669613;0.76;0.00131627;1.81724;1.13498;288.838;3.59458;0.753614;359.458;75.3614;1.33537;2.75035;1.76835;1.33537;0.753614;0.611378;-0.0361434;-0.0410244;-1.76205e-05;-2e-05;0.000798663;1.10263;1.13504;288.147;-0.205122;-0.72601;-20.5122;-72.601;1.42164;0.530675;1.05181;1.42164;-0.72601;-0.0720842;
40.8342;-1;0.828562;1.04802;0;3.39124;0.633591;0.719231;0.669506;0.76;0.00131627;1.81724;1.13517;290.54;3.59616;0.754232;359.616;75.4232;1.33599;2.75032;1.76867;1.33599;0.754232;0.611209;-0.035859;-0.040708;-1.76177e-05;-2e-05;0.000798663;1.10263;1.13523;289.849;-0.20354;-0.726641;-20.354;-72.6641;1.42232;0.53055;1.05209;1.42232;-0.726641;-0.0715817;
40.8542;-1;-0.2428;1.31405;0;3.39281;0.63368;0.719388;0.669453;0.76;0.00131627;1.81724;1.13526;291.391;3.59694;0.754539;359.694;75.4539;1.3363;2.75031;1.76883;1.3363;0.754539;0.611125;-0.0357174;-0.0405505;-1.76163e-05;-2e-05;0.000798663;1.10263;1.13531;290.701;-0.202753;-0.726954;-20.2753;-72.6954;1.42265;0.530488;1.05222;1.42265;-0.726954;-0.0713313;
40.8943;-1;-1.27031;-0.416721;0;3.39595;0.633855;0.719701;0.669348;0.76;0.00131627;1.81724;1.13543;293.096;3.59851;0.755149;359.851;75.5149;1.33691;2.75028;1.76914;1.33691;0.755149;0.610959;-0.0354356;-0.0402369;-1.76135e-05;-2e-05;0.000798663;1.10263;1.13549;292.407;-0.201185;-0.727577;-20.1185;-72.7577;1.42332;0.530366;1.0525;1.42332;-0.727577;-0.0708325;
40.9143;-1;-0.521272;-1.23144;0;3.39751;0.633943;0.719857;0.669295;0.76;0.00131627;1.81724;1.13552;293.949;3.59928;0.755452;359.928;75.5452;1.33722;2.75026;1.7693;1.33722;0.755452;0.610877;-0.0352954;-0.0400808;-1.76121e-05;-2e-05;0.000798663;1.10263;1.13558;293.26;-0.200404;-0.727886;-20.0404;-72.7886;1.42365;0.530306;1.05264;1.42365;-0.727886;-0.070584;
40.9544;-1;1.2919;-0.347558;0;3.40061;0.634118;0.720167;0.669191;0.76;0.00131627;1.81724;1.1357;295.658;3.60084;0.756053;360.084;75.6053;1.33783;2.75023;1.76961;1.33783;0.756053;0.610712;-0.0350164;-0.0397701;-1.76094e-05;-2e-05;0.000798663;1.10263;1.13576;294.969;-0.198851;-0.7285;-19.8851;-72.85;1.42431;0.530187;1.05291;1.42431;-0.7285;-0.0700889;
40.9745;-1;1.11024;0.746973;0;3.40216;0.634205;0.720322;0.66914;0.76;0.00131627;1.81724;1.13579;296.513;3.60161;0.756352;360.161;75.6352;1.33814;2.75022;1.76977;1.33814;0.756352;0.610631;-0.0348776;-0.0396155;-1.7608e-05;-2e-05;0.000798663;1.10263;1.13585;295.825;-0.198078;-0.728804;-19.8078;-72.8804;1.42464;0.530128;1.05305;1.42464;-0.728804;-0.0698422;
41.0146;-1;-0.895932;0.994755;0;3.40524;0.634379;0.72063;0.669037;0.76;0.00131627;1.81724;1.13596;298.224;3.60315;0.756945;360.315;75.6945;1.33874;2.75019;1.77008;1.33874;0.756945;0.610469;-0.0346014;-0.0393078;-1.76053e-05;-2e-05;0.000798663;1.10263;1.13602;297.537;-0.196539;-0.72941;-19.6539;-72.941;1.4253;0.530012;1.05332;1.4253;-0.72941;-0.0693508;
41.0346;-1;-1.3388;-0.0255361;0;3.40677;0.634465;0.720783;0.668986;0.76;0.00131627;1.81724;1.13605;299.081;3.60392;0.757239;360.392;75.7239;1.33904;2.75018;1.77023;1.33904;0.757239;0.610389;-0.034464;-0.0391547;-1.7604e-05;-2e-05;0.000798663;1.10263;1.13611;298.394;-0.195774;-0.72971;-19.5774;-72.971;1.42562;0.529955;1.05346;1.42562;-0.72971;-0.0691061;
41.0747;-1;0.217773;-1.32182;0;3.40982;0.634638;0.721089;0.668884;0.76;0.00131627;1.81724;1.13622;300.796;3.60544;0.757825;360.544;75.7825;1.33964;2.75015;1.77054;1.33964;0.757825;0.61023;-0.0341905;-0.0388499;-1.76013e-05;-2e-05;0.000798663;1.10263;1.13628;300.109;-0.19425;-0.730307;-19.425;-73.0307;1.42627;0.529842;1.05373;1.42627;-0.730307;-0.0686185;
41.0948;-1;1.1429;-0.699449;0;3.41134;0.634724;0.721241;0.668834;0.76;0.00131627;1.81724;1.13631;301.654;3.6062;0.758115;360.62;75.8115;1.33994;2.75014;1.77069;1.33994;0.758115;0.61015;-0.0340545;-0.0386982;-1.76e-05;-2e-05;0.000798663;1.10263;1.13636;300.968;-0.193491;-0.730604;-19.3491;-73.0604;1.4266;0.529787;1.05386;1.4266;-0.730604;-0.0683756;
41.1048;-1;1.33048;-0.160203;0;3.4121;0.634767;0.721317;0.668809;0.76;0.00131627;1.81724;1.13635;302.083;3.60658;0.75826;360.658;75.826;1.34009;2.75014;1.77076;1.34009;0.75826;0.610111;-0.0339866;-0.0386226;-1.75993e-05;-2e-05;0.000798663;1.10263;1.13641;301.398;-0.193113;-0.730751;-19.3113;-73.0751;1.42676;0.529759;1.05393;1.42676;-0.730751;-0.0682544;
41.1249;-1;0.990474;0.903106;0;3.41361;0.634853;0.721468;0.668759;0.76;0.00131627;1.81724;1.13643;302.942;3.60734;0.758549;360.734;75.8549;1.34039;2.75012;1.77092;1.34039;0.758549;0.610032;-0.0338512;-0.0384716;-1.7598e-05;-2e-05;0.000798663;1.10263;1.13649;302.257;-0.192358;-0.731046;-19.2358;-73.1046;1.42708;0.529704;1.05407;1.42708;-0.731046;-0.0680124;
41.165;-1;-1.04064;0.845753;0;3.41663;0.635024;0.72177;0.668659;0.76;0.00131627;1.81724;1.1366;304.662;3.60885;0.759122;360.885;75.9122;1.34098;2.7501;1.77122;1.34098;0.759122;0.609876;-0.0335817;-0.038171;-1.75954e-05;-2e-05;0.000798663;1.10263;1.13666;303.977;-0.190855;-0.73163;-19.0855;-73.163;1.42772;0.529596;1.05434;1.42772;-0.73163;-0.0675304;
41.185;-1;-1.32002;-0.237843;0;3.41813;0.635109;0.721921;0.66861;0.76;0.00131627;1.81724;1.13669;305.523;3.6096;0.759407;360.96;75.9407;1.34127;2.75009;1.77137;1.34127;0.759407;0.609799;-0.0334476;-0.0380213;-1.75941e-05;-2e-05;0.000798663;1.10263;1.13674;304.838;-0.190107;-0.73192;-19.0107;-73.192;1.42804;0.529542;1.05447;1.42804;-0.73192;-0.0672903;
41.2251;-1;0.435451;-1.26924;0;3.42111;0.635279;0.72222;0.668511;0.76;0.00131627;1.81724;1.13685;307.245;3.6111;0.759972;361.11;75.9972;1.34186;2.75007;1.77167;1.34186;0.759972;0.609645;-0.0331805;-0.0377233;-1.75915e-05;-2e-05;0.000798663;1.10263;1.13691;306.562;-0.188617;-0.732497;-18.8617;-73.2497;1.42867;0.529436;1.05474;1.42867;-0.732497;-0.066812;
41.2451;-1;1.2474;-0.495335;0;3.4226;0.635363;0.722369;0.668462;0.76;0.00131627;1.81724;1.13694;308.108;3.61184;0.760253;361.184;76.0253;1.34215;2.75005;1.77182;1.34215;0.760253;0.609568;-0.0330476;-0.0375749;-1.75903e-05;-2e-05;0.000798663;1.10263;1.13699;307.424;-0.187875;-0.732783;-18.7875;-73.2783;1.42899;0.529384;1.05488;1.42899;-0.732783;-0.0665737;
41.2852;-1;0.296471;1.30959;0;3.42556;0.635532;0.722665;0.668365;0.76;0.00131627;1.81724;1.1371;309.834;3.61332;0.760812;361.332;76.0812;1.34273;2.75003;1.77211;1.34273;0.760812;0.609416;-0.0327829;-0.0372793;-1.75877e-05;-2e-05;0.000798663;1.10263;1.13716;309.151;-0.186397;-0.733352;-18.6397;-73.3352;1.42962;0.529281;1.05515;1.42962;-0.733352;-0.0660991;
41.3053;-1;-0.803369;1.07624;0;3.42703;0.635616;0.722812;0.668317;0.76;0.00131627;1.81724;1.13718;310.697;3.61406;0.761089;361.406;76.1089;1.34302;2.75002;1.77226;1.34302;0.761089;0.609341;-0.0326511;-0.0371322;-1.75864e-05;-2e-05;0.000798663;1.10263;1.13724;310.015;-0.185661;-0.733635;-18.5661;-73.3635;1.42993;0.52923;1.05528;1.42993;-0.733635;-0.0658626;
41.3454;-1;-0.936383;-0.963552;0;3.42997;0.635782;0.723106;0.668221;0.76;0.00131627;1.81724;1.13735;312.427;3.61553;0.761639;361.553;76.1639;1.34359;2.75;1.77255;1.34359;0.761639;0.609191;-0.0323887;-0.036839;-1.75839e-05;-2e-05;0.000798663;1.10263;1.1374;311.745;-0.184195;-0.734196;-18.4195;-73.4196;1.43055;0.52913;1.05555;1.43055;-0.734196;-0.0653916;
41.3654;-1;0.126545;-1.33791;0;3.43143;0.635865;0.723252;0.668173;0.76;0.00131627;1.81724;1.13743;313.292;3.61626;0.761913;361.626;76.1913;1.34388;2.74999;1.7727;1.34388;0.761913;0.609116;-0.0322581;-0.036693;-1.75827e-05;-2e-05;0.000798663;1.10263;1.13748;312.611;-0.183465;-0.734475;-18.3465;-73.4475;1.43086;0.52908;1.05568;1.43086;-0.734475;-0.065157;
41.4055;-1;1.30069;0.340218;0;3.43434;0.636031;0.723543;0.668079;0.76;0.00131627;1.81724;1.13759;315.024;3.61771;0.762457;361.771;76.2457;1.34445;2.74996;1.77299;1.34445;0.762457;0.608968;-0.0319979;-0.0364023;-1.75802e-05;-2e-05;0.000798663;1.10263;1.13765;314.344;-0.182011;-0.735028;-18.2011;-73.5028;1.43148;0.528982;1.05595;1.43148;-0.735028;-0.0646895;
41.4256;-1;0.582533;1.21201;0;3.43578;0.636113;0.723687;0.668032;0.76;0.00131627;1.81724;1.13767;315.891;3.61844;0.762727;361.844;76.2727;1.34473;2.74995;1.77313;1.34473;0.762727;0.608895;-0.0318685;-0.0362575;-1.75789e-05;-2e-05;0.000798663;1.10263;1.13773;315.211;-0.181288;-0.735303;-18.1288;-73.5303;1.43179;0.528934;1.05608;1.43179;-0.735303;-0.0644567;
41.4356;-1;0.0193441;1.34474;0;3.43651;0.636154;0.72376;0.668008;0.76;0.00131627;1.81724;1.13771;316.325;3.6188;0.762861;361.88;76.2861;1.34487;2.74995;1.77321;1.34487;0.762861;0.608858;-0.0318039;-0.0361853;-1.75783e-05;-2e-05;0.000798663;1.10263;1.13776;315.645;-0.180927;-0.73544;-18.0927;-73.544;1.43194;0.52891;1.05615;1.43194;-0.73544;-0.0643406;
41.4557;-1;-1.01351;0.884445;0;3.43795;0.636236;0.723904;0.667961;0.76;0.00131627;1.81724;1.13779;317.192;3.61952;0.763129;361.952;76.3129;1.34516;2.74993;1.77335;1.34516;0.763129;0.608785;-0.031675;-0.0360412;-1.75771e-05;-2e-05;0.000798663;1.10263;1.13784;316.513;-0.180206;-0.735713;-18.0206;-73.5713;1.43225;0.528862;1.05628;1.43225;-0.735713;-0.0641087;
41.4958;-1;-0.705041;-1.14624;0;3.44082;0.6364;0.72419;0.667868;0.76;0.00131627;1.81724;1.13795;318.929;3.62095;0.763662;362.095;76.3662;1.34572;2.74991;1.77364;1.34572;0.763662;0.60864;-0.0314184;-0.0357542;-1.75747e-05;-2e-05;0.000798663;1.10263;1.138;318.25;-0.178771;-0.736256;-17.8771;-73.6256;1.43286;0.528768;1.05655;1.43286;-0.736256;-0.0636467;
41.5158;-1;0.42051;-1.27862;0;3.44224;0.636481;0.724333;0.667822;0.76;0.00131627;1.81724;1.13803;319.798;3.62167;0.763927;362.167;76.3927;1.346;2.7499;1.77378;1.346;0.763927;0.608568;-0.0312907;-0.0356113;-1.75734e-05;-2e-05;0.000798663;1.10263;1.13808;319.119;-0.178057;-0.736526;-17.8057;-73.6526;1.43316;0.528721;1.05668;1.43316;-0.736526;-0.0634166;
41.5559;-1;1.19015;0.629877;0;3.44509;0.636644;0.724617;0.66773;0.76;0.00131627;1.81724;1.13818;321.538;3.62309;0.764453;362.309;76.4453;1.34655;2.74988;1.77406;1.34655;0.764453;0.608425;-0.0310365;-0.0353268;-1.7571e-05;-2e-05;0.000798663;1.10263;1.13824;320.86;-0.176634;-0.737061;-17.6634;-73.7061;1.43376;0.52863;1.05694;1.43376;-0.737061;-0.0629582;
41.5759;-1;0.285208;1.31628;0;3.4465;0.636724;0.724759;0.667685;0.76;0.00131627;1.81724;1.13826;322.408;3.62379;0.764714;362.379;76.4714;1.34683;2.74987;1.7742;1.34683;0.764714;0.608354;-0.03091;-0.0351853;-1.75698e-05;-2e-05;0.000798663;1.10263;1.13831;321.731;-0.175927;-0.737327;-17.5927;-73.7327;1.43406;0.528585;1.05707;1.43406;-0.737327;-0.06273;
41.616;-1;-1.34622;0.05578;0;3.44932;0.636886;0.725041;0.667594;0.76;0.00131627;1.81724;1.13842;324.151;3.6252;0.765233;362.52;76.5233;1.34738;2.74985;1.77448;1.34738;0.765233;0.608212;-0.0306583;-0.0349035;-1.75675e-05;-2e-05;0.000798663;1.10263;1.13847;323.474;-0.174518;-0.737855;-17.4518;-73.7855;1.43466;0.528496;1.05734;1.43466;-0.737855;-0.0622753;
41.6361;-1;-0.908802;-0.995113;0;3.45072;0.636966;0.725181;0.667549;0.76;0.00131627;1.81724;1.13849;325.023;3.6259;0.765491;362.59;76.5491;1.34765;2.74984;1.77462;1.34765;0.765491;0.608142;-0.0305331;-0.0347633;-1.75663e-05;-2e-05;0.000798663;1.10263;1.13855;324.346;-0.173817;-0.738117;-17.3817;-73.8117;1.43496;0.528452;1.05747;1.43496;-0.738117;-0.0620489;
41.6461;-1;-0.403265;-1.28605;0;3.45142;0.637006;0.725251;0.667527;0.76;0.00131627;1.81724;1.13853;325.459;3.62625;0.765619;362.625;76.5619;1.34779;2.74983;1.77469;1.34779;0.765619;0.608107;-0.0304707;-0.0346934;-1.75657e-05;-2e-05;0.000798663;1.10263;1.13858;324.783;-0.173467;-0.738248;-17.3467;-73.8248;1.43511;0.52843;1.05753;1.43511;-0.738248;-0.0619359;
41.6662;-1;0.726294;-1.13568;0;3.45282;0.637086;0.725391;0.667482;0.76;0.00131627;1.81724;1.13861;326.332;3.62695;0.765875;362.695;76.5875;1.34806;2.74982;1.77483;1.34806;0.765875;0.608038;-0.0303461;-0.0345539;-1.75645e-05;-2e-05;0.000798663;1.10263;1.13866;325.656;-0.172769;-0.738509;-17.2769;-73.8509;1.4354;0.528387;1.05766;1.4354;-0.738509;-0.0617104;
41.7063;-1;0.991086;0.914595;0;3.4556;0.637245;0.725669;0.667393;0.76;0.00131627;1.81724;1.13876;328.079;3.62834;0.766384;362.834;76.6384;1.34861;2.7498;1.77511;1.34861;0.766384;0.607899;-0.0300982;-0.0342762;-1.75622e-05;-2e-05;0.000798663;1.10263;1.13881;327.403;-0.17138;-0.739026;-17.138;-73.9026;1.43599;0.528302;1.05792;1.43599;-0.739026;-0.0612612;
41.7263;-1;-0.0657336;1.34727;0;3.45698;0.637325;0.725807;0.667349;0.76;0.00131627;1.81724;1.13883;328.953;3.62904;0.766637;362.904;76.6637;1.34888;2.74979;1.77524;1.34888;0.766637;0.607831;-0.0299748;-0.0341379;-1.7561e-05;-2e-05;0.000798663;1.10263;1.13889;328.278;-0.170689;-0.739283;-17.0689;-73.9283;1.43629;0.52826;1.05805;1.43629;-0.739283;-0.0610375;
41.7664;-1;-1.31452;-0.304882;0;3.45974;0.637483;0.726083;0.667261;0.76;0.00131627;1.81724;1.13898;330.703;3.63042;0.767139;363.042;76.7139;1.34941;2.74977;1.77552;1.34941;0.767139;0.607694;-0.0297293;-0.0338628;-1.75587e-05;-2e-05;0.000798663;1.10263;1.13904;330.028;-0.169314;-0.739794;-16.9314;-73.9794;1.43687;0.528177;1.05831;1.43687;-0.739794;-0.060592;
41.7865;-1;-0.607893;-1.20503;0;3.46111;0.637562;0.72622;0.667217;0.76;0.00131627;1.81724;1.13906;331.578;3.6311;0.767388;363.11;76.7388;1.34968;2.74977;1.77566;1.34968;0.767388;0.607626;-0.0296072;-0.0337258;-1.75576e-05;-2e-05;0.000798663;1.10263;1.13911;330.904;-0.168629;-0.740048;-16.8629;-74.0048;1.43716;0.528136;1.05844;1.43716;-0.740048;-0.0603702;
41.7965;-1;-0.039401;-1.34924;0;3.4618;0.637601;0.726289;0.667196;0.76;0.00131627;1.81724;1.1391;332.016;3.63144;0.767513;363.144;76.7513;1.34981;2.74976;1.77572;1.34981;0.767513;0.607592;-0.0295462;-0.0336575;-1.7557e-05;-2e-05;0.000798663;1.10263;1.13915;331.343;-0.168288;-0.740174;-16.8288;-74.0174;1.43731;0.528116;1.05851;1.43731;-0.740174;-0.0602595;
41.8165;-1;1.01178;-0.893878;0;3.46316;0.63768;0.726426;0.667152;0.76;0.00131627;1.81724;1.13917;332.893;3.63213;0.76776;363.213;76.776;1.35008;2.74975;1.77586;1.35008;0.76776;0.607525;-0.0294247;-0.0335212;-1.75559e-05;-2e-05;0.000798663;1.10263;1.13922;332.219;-0.167606;-0.740426;-16.7606;-74.0426;1.43759;0.528076;1.05864;1.43759;-0.740426;-0.0600385;
41.8566;-1;0.694684;1.15826;0;3.46588;0.637836;0.726698;0.667066;0.76;0.00131627;1.81724;1.13932;334.647;3.63349;0.768253;363.349;76.8253;1.35061;2.74974;1.77613;1.35061;0.768253;0.607391;-0.0291827;-0.0332498;-1.75536e-05;-2e-05;0.000798663;1.10263;1.13937;333.974;-0.166249;-0.740927;-16.6249;-74.0927;1.43817;0.527997;1.0589;1.43817;-0.740927;-0.0595985;
41.8767;-1;-0.447343;1.27465;0;3.46723;0.637914;0.726833;0.667023;0.76;0.00131627;1.81724;1.13939;335.524;3.63417;0.768498;363.417;76.8498;1.35087;2.74973;1.77626;1.35087;0.768498;0.607325;-0.0290623;-0.0331148;-1.75525e-05;-2e-05;0.000798663;1.10263;1.13944;334.852;-0.165574;-0.741176;-16.5574;-74.1176;1.43846;0.527958;1.05902;1.43846;-0.741176;-0.0593793;
41.9168;-1;-1.17031;-0.675751;0;3.46992;0.638069;0.727103;0.666938;0.76;0.00131627;1.81724;1.13954;337.281;3.63551;0.768984;363.551;76.8984;1.3514;2.74971;1.77653;1.3514;0.768984;0.607193;-0.0288226;-0.0328459;-1.75502e-05;-2e-05;0.000798663;1.10263;1.13959;336.609;-0.164229;-0.74167;-16.4229;-74.167;1.43903;0.527881;1.05928;1.43903;-0.74167;-0.0589429;
41.9368;-1;-0.226026;-1.33263;0;3.47126;0.638147;0.727237;0.666896;0.76;0.00131627;1.81724;1.13961;338.16;3.63618;0.769225;363.618;76.9225;1.35166;2.7497;1.77666;1.35166;0.769225;0.607127;-0.0287033;-0.032712;-1.75491e-05;-2e-05;0.000798663;1.10263;1.13966;337.489;-0.16356;-0.741915;-16.356;-74.1915;1.43931;0.527843;1.05941;1.43931;-0.741915;-0.0587255;
41.9769;-1;1.35188;0.0281721;0;3.47393;0.6383;0.727504;0.666812;0.76;0.00131627;1.81724;1.13975;339.92;3.63752;0.769705;363.752;76.9705;1.35218;2.74968;1.77693;1.35218;0.769705;0.606997;-0.028466;-0.0324455;-1.75469e-05;-2e-05;0.000798663;1.10263;1.1398;339.249;-0.162227;-0.742403;-16.2227;-74.2403;1.43988;0.527769;1.05966;1.43988;-0.742403;-0.0582926;
41.997;-1;0.839274;1.06052;0;3.47526;0.638377;0.727637;0.66677;0.76;0.00131627;1.81724;1.13982;340.8;3.63818;0.769944;363.818;76.9944;1.35244;2.74968;1.77706;1.35244;0.769944;0.606932;-0.0283477;-0.0323127;-1.75458e-05;-2e-05;0.000798663;1.10263;1.13987;340.13;-0.161564;-0.742645;-16.1564;-74.2645;1.44016;0.527732;1.05979;1.44016;-0.742645;-0.0580771;
42.007;-1;0.307096;1.31724;0;3.47592;0.638415;0.727703;0.66675;0.76;0.00131627;1.81724;1.13986;341.241;3.63852;0.770063;363.852;77.0063;1.35257;2.74967;1.77713;1.35257;0.770063;0.6069;-0.0282887;-0.0322465;-1.75453e-05;-2e-05;0.000798663;1.10263;1.13991;340.57;-0.161233;-0.742766;-16.1233;-74.2766;1.4403;0.527713;1.05985;1.4403;-0.742766;-0.0579695;
42.027;-1;-0.820996;1.07522;0;3.47725;0.638492;0.727835;0.666708;0.76;0.00131627;1.81724;1.13993;342.122;3.63918;0.770299;363.918;77.0299;1.35282;2.74966;1.77726;1.35282;0.770299;0.606836;-0.0281711;-0.0321144;-1.75442e-05;-2e-05;0.000798663;1.10263;1.13998;341.452;-0.160572;-0.743006;-16.0572;-74.3006;1.44058;0.527677;1.05998;1.44058;-0.743006;-0.0577548;
42.0671;-1;-0.898251;-1.01225;0;3.47988;0.638644;0.728099;0.666626;0.76;0.00131627;1.81724;1.14007;343.885;3.64049;0.77077;364.049;77.077;1.35333;2.74965;1.77752;1.35333;0.77077;0.606708;-0.0279368;-0.0318513;-1.7542e-05;-2e-05;0.000798663;1.10263;1.14012;343.216;-0.159257;-0.743484;-15.9257;-74.3484;1.44113;0.527606;1.06023;1.44113;-0.743484;-0.0573273;
42.0872;-1;0.211243;-1.337;0;3.48119;0.638719;0.72823;0.666585;0.76;0.00131627;1.81724;1.14014;344.768;3.64115;0.771004;364.115;77.1004;1.35359;2.74964;1.77765;1.35359;0.771004;0.606645;-0.0278203;-0.0317204;-1.7541e-05;-2e-05;0.000798663;1.10263;1.14019;344.098;-0.158602;-0.743722;-15.8602;-74.3722;1.44141;0.52757;1.06036;1.44141;-0.743722;-0.0571144;
42.1273;-1;1.27097;0.467137;0;3.48379;0.63887;0.728491;0.666504;0.76;0.00131627;1.81724;1.14028;346.534;3.64245;0.771469;364.245;77.1469;1.3541;2.74962;1.77791;1.3541;0.771469;0.606518;-0.0275882;-0.0314596;-1.75388e-05;-2e-05;0.000798663;1.10263;1.14033;345.865;-0.157299;-0.744194;-15.7299;-74.4194;1.44196;0.527501;1.06061;1.44196;-0.744194;-0.0566903;
42.1473;-1;0.444969;1.27916;0;3.48509;0.638945;0.72862;0.666463;0.76;0.00131627;1.81724;1.14035;347.418;3.6431;0.7717;364.31;77.17;1.35435;2.74962;1.77804;1.35435;0.7717;0.606456;-0.0274728;-0.0313299;-1.75378e-05;-2e-05;0.000798663;1.10263;1.1404;346.749;-0.15665;-0.744428;-15.665;-74.4428;1.44224;0.527467;1.06074;1.44224;-0.744428;-0.0564792;
42.1874;-1;-1.34222;0.184552;0;3.48768;0.639095;0.728879;0.666383;0.76;0.00131627;1.81724;1.14049;349.186;3.64439;0.772159;364.439;77.2159;1.35485;2.7496;1.77829;1.35485;0.772159;0.606331;-0.027243;-0.0310716;-1.75357e-05;-2e-05;0.000798663;1.10263;1.14053;348.519;-0.155358;-0.744894;-15.5358;-74.4894;1.44278;0.527401;1.06099;1.44278;-0.744894;-0.0560587;
42.2075;-1;-0.992925;-0.922169;0;3.48896;0.639169;0.729007;0.666343;0.76;0.00131627;1.81724;1.14055;350.072;3.64503;0.772387;364.503;77.2387;1.3551;2.74959;1.77842;1.3551;0.772387;0.60627;-0.0271287;-0.0309431;-1.75346e-05;-2e-05;0.000798663;1.10263;1.1406;349.404;-0.154716;-0.745126;-15.4716;-74.5126;1.44305;0.527367;1.06111;1.44305;-0.745126;-0.0558494;
